CharacteristicFrequency,TuningWidth_1,TuningWidth_2,TuningWidth_3,TWPercent,Spread_1,Spread_2,Spread_3,EstCentriod_1,EstCentriod_2,EstCentriod_3,CentriodRMSE_1,CentriodRMSE_2,CentriodRMSE_3,EstSpread_1,EstSpread_2,EstSpread_3,SpreadRMSE_1,SpreadRMSE_2,SpreadRMSE_3,FittedCF_1,FittedCF_2,FittedCF_3,CFRMSE_1,CFRMSE_2,CFRMSE_3,FittedTW_1,FittedTW_2,FittedTW_3,TWRMSE_1,TWRMSE_2,TWRMSE_3
2,1.18991112488557,4.75964449954228,47.5964449954228,237.982224977114,0.297435778678366,1.04073669341037,2.26628894203363,2.03030643484395,1.69743991348502,2.14632433430692,0.00652905301658913,0.0986570873178605,0.24957398052529,1.34766018539688,1.14179826310232,1.98150453262519,0.656187189177817,0.0402485112069957,0.058320209619229,1.99754437746654,1.98164629254632,1.72183077759289,0.000533559280078255,0.00400385656612162,0.0650395291322558,1.21708189904815,4.72725516825044,45.2932787661462,0.980839242460491,0.674502971145471,1.07329516749338
