Linear,FreqDis,ERB,Log
1.35183617861348,1.0578824585049,1.73480614041956,1.72270581572774
1.29958423401689,0.976892539819463,1.05975234456967,1.70869318333727
1.95539814843869,1.67844884873029,1.41275351900273,1.28307553295577
2.4748428674435,1.92163495711898,1.92580321642267,1.73788517917002
