Ctip Ctail W Al M RMSD
425 1 0.0558632 -15.0701 0.166003 -0.00083855 3.32041
426 1 0.0836769 -14.4562 0.131046 -0.00100186 4.50258
427 1 0.078433 -11.6312 0.1908 -0.000917131 5.83312
428 1 0.0597256 -14.7887 0.149053 -0.00110097 2.2294
429 1 0.0534361 -16.422 0.100284 -0.00142981 2.97458
430 1 0.0689302 -15.3222 0.113785 -0.00115513 2.57323
431 1 0.0158806 -19.0038 0.135814 -0.00126008 2.98508
432 1 0.0554698 -14.0941 0.166642 -0.00083349 2.05365
433 1 0.0396236 -22.7747 0.0878697 -0.00150262 2.65482
434 1 0.0614706 -18.7868 0.0941449 -0.00124571 5.61858
435 1 0.0437894 -15.4166 0.168183 -0.000846982 4.05986
436 1 0.0367004 -17.138 0.142288 -0.000811247 4.62811
437 1 0.062434 -14.0213 0.167283 -0.0012904 4.47985
438 1 0.0662848 -13.9916 0.15277 -0.00120814 4.76391
439 1 0.0670907 -13.5552 0.168965 -0.00120244 5.44805
440 1 0.0731464 -12.9658 0.162622 -0.00119898 5.54716
441 1 0.0528955 -13.3455 0.187493 -0.00113365 5.36418
442 1 0.0449508 -17.6646 0.132926 -0.0013869 3.44836
443 1 0.0412741 -17.2505 0.139245 -0.00138231 3.02613
444 1 0.0653018 -12.0993 0.18407 -0.00106277 6.13431
445 1 0.0397952 -17.613 0.154344 -0.00122981 4.89623
446 1 0.0473018 -16.5222 0.118865 -0.00145952 3.20901
447 1 0.0262242 -21.625 0.106359 -0.0015528 3.36317
448 1 0.0577915 -12.3649 0.189722 -0.00106512 4.46738
449 1 0.0326198 -18.1147 0.139735 -0.00140404 3.9601
450 1 0.067443 -20.5231 0.100672 -0.00143736 4.12383
451 1 0.0452182 -15.3993 0.190004 -0.00128342 5.72746
452 1 0.0768867 -13.1572 0.160245 -0.00130566 4.49943
453 1 0.0521698 -15.5064 0.171603 -0.00127848 4.3505
454 1 0.0433136 -18.2844 0.131634 -0.00167523 4.81989
455 1 0.0728365 -14.6877 0.13171 -0.00118556 4.38645
456 1 0.058381 -14.36 0.168339 -0.0011966 3.33248
457 1 0.0581473 -16.5931 0.136524 -0.00133802 4.38378
458 1 0.0501366 -18.6139 0.130307 -0.00141278 5.52453
459 1 0.0528947 -15.6389 0.149036 -0.00117365 4.16087
460 1 0.0503162 -17.2864 0.131013 -0.00135756 3.72577
461 1 0.0812237 -14.3629 0.138933 -0.00127454 5.04604
462 1 0.0676096 -13.276 0.174354 -0.000939602 3.14372
463 1 0.0680425 -18.812 0.111069 -0.00141123 4.1539
464 1 0.0469771 -19.6154 0.117257 -0.00152244 3.6161
465 1 0.0523369 -14.0268 0.164268 -0.000987328 2.68431
466 1 0.0370224 -19.6662 0.119527 -0.00152967 3.26491
467 1 0.0558427 -13.7623 0.186287 -0.00117066 5.4037
468 1 0.079028 -11.7428 0.166843 -0.00101802 4.26079
469 1 0.0511616 -14.0879 0.184564 -0.00103165 3.1419
470 1 0.0510625 -19.3504 0.0993704 -0.00139277 3.99639
471 1 0.0685226 -15.9678 0.11377 -0.00120674 4.04931
472 1 0.0649232 -17.2591 0.122093 -0.0012608 3.23883
473 1 0.0633184 -24.9179 0.0738003 -0.00156068 4.34381
474 1 0.051254 -17.7571 0.115016 -0.00146378 3.31799
475 1 0.0708815 -14.8411 0.148457 -0.00104186 4.27808
476 1 0.0509385 -14.7158 0.170909 -0.000996044 3.3209
477 1 0.0611496 -15.3204 0.14182 -0.0010708 3.22855
478 1 0.0511167 -20.221 0.0915157 -0.00154767 2.74991
479 1 0.043754 -17.3351 0.148315 -0.00115706 2.62218
480 1 0.0105149 -25 0.0861448 -0.00173746 3.51725
481 1 0.0935893 -12.4287 0.127913 -0.00123222 5.01265
482 1 0.0472701 -14.4807 0.159366 -0.00114145 5.35449
483 1 0.0635398 -13.3112 0.17149 -0.000998592 2.22969
484 1 0.0567739 -24.0114 0.0805526 -0.00160842 3.17859
485 1 0.0768604 -15.3735 0.126008 -0.00138361 5.14274
486 1 0.066494 -14.0337 0.162404 -0.00117564 5.05592
487 1 0.0494959 -15.2892 0.161169 -0.0012216 4.49242
488 1 0.0724262 -14.9486 0.138595 -0.00146201 4.10308
489 1 0.0554818 -15.9212 0.16279 -0.00120225 4.99366
490 1 0.0430718 -18.3612 0.133284 -0.0015125 4.25134
491 1 0.0826692 -12.7099 0.178972 -0.001171 8.63967
492 1 0.0544477 -15.5292 0.171861 -0.00115154 4.6594
493 1 0.0403484 -19.4483 0.135332 -0.00156246 4.18219
494 1 0.0445507 -16.668 0.154868 -0.00117471 5.53796
495 1 0.0726316 -14.3009 0.136704 -0.0011091 5.29369
496 1 0.0540738 -15.0093 0.170964 -0.00123081 5.3236
497 1 0.0883037 -15.4351 0.115114 -0.00142781 4.61624
498 1 0.0775427 -12.7686 0.154469 -0.00105259 3.90739
499 1 0.0755302 -13.6328 0.15019 -0.00111439 4.06989
500 1 0.0605118 -15.0597 0.148799 -0.00115678 3.73072
501 1 0.0443171 -19.5885 0.125199 -0.00143031 4.18197
502 1 0.0581743 -14.6872 0.176238 -0.000983725 4.66449
503 1 0.0683954 -14.4351 0.141323 -0.00127341 4.34611
504 1 0.0705001 -17.055 0.116432 -0.00153598 4.53728
505 1 0.0591614 -15.8462 0.117504 -0.00146174 3.42122
506 1 0.0615795 -13.96 0.189763 -0.000994084 3.773
507 1 0.0639001 -14.2235 0.170919 -0.00107404 3.88746
508 1 0.0333489 -18.1657 0.145583 -0.00149499 5.65622
509 1 0.0122266 -19.2477 0.125682 -0.00164961 4.31765
510 1 0.0727523 -14.8157 0.134185 -0.00121063 3.2903
511 1 0.0638802 -15.9518 0.143647 -0.00121671 3.45931
512 1 0.0431663 -15.2306 0.189341 -0.000920155 4.5524
513 1 0.0861631 -13.2982 0.150025 -0.00121959 3.63211
514 1 0.0720066 -15.544 0.16327 -0.00118625 4.88813
515 1 0.0612996 -15.3355 0.166215 -0.00110983 3.73073
516 1 0.042097 -15.5933 0.199836 -0.00100951 5.37464
517 1 0.0386158 -16.9992 0.162058 -0.00140817 4.51228
518 1 0.0354265 -18.4172 0.145292 -0.00155995 4.09705
519 1 0.0540259 -16.1127 0.168751 -0.00116374 5.21564
520 1 0.059492 -14.1242 0.165287 -0.0010826 5.20318
521 1 0.0620876 -14.7501 0.184233 -0.00101258 2.91544
522 1 0.0391847 -21.6352 0.128524 -0.00159719 4.30296
523 1 0.0699888 -14.299 0.135603 -0.00113897 5.24201
524 1 0.0744192 -15.7793 0.111443 -0.00128934 4.05963
525 1 0.0262522 -16.4522 0.161442 -0.00135126 5.06099
526 1 0.0944758 -9.13172 0.19095 -0.000987731 7.70133
527 1 0.0660238 -13.5759 0.179232 -0.000973581 3.84014
528 1 0.0586849 -15.9708 0.144803 -0.00121889 4.34865
529 1 0.0689811 -15.6625 0.1175 -0.00129457 3.24314
530 1 0.0504983 -17.2181 0.133063 -0.00135555 3.55026
531 1 0.0690577 -13.3603 0.155363 -0.00103624 3.13672
532 1 0.0651184 -15.7442 0.13428 -0.0012175 3.95325
533 1 0.0585246 -14.0101 0.166552 -0.00106445 3.92694
534 1 0.0549558 -16.9028 0.121982 -0.00122943 3.65295
535 1 0.051713 -15.6104 0.159426 -0.0011993 5.39038
536 1 0.0601369 -13.5853 0.164131 -0.00112576 4.29191
537 1 0.0660537 -14.8737 0.142446 -0.00122944 2.77903
538 1 0.0589364 -16.5406 0.11267 -0.0014275 3.02802
539 1 0.0558186 -14.2376 0.167261 -0.000895043 3.75461
540 1 0.0461368 -14.7026 0.175691 -0.00100976 3.62378
541 1 0.0641843 -16.8299 0.123978 -0.00130271 2.7094
542 1 0.0607584 -15.9428 0.145608 -0.0012238 3.61934
543 1 0.0634166 -15.1992 0.148423 -0.00106315 3.53176
544 1 0.0682798 -24.5246 0.0761031 -0.00164903 3.64196
545 1 0.0418575 -18.6734 0.129523 -0.00147779 4.0917
546 1 0.0805039 -17.2069 0.120402 -0.00124834 3.63737
547 1 0.0559046 -15.234 0.167756 -0.000940097 2.61808
548 1 0.046342 -16.5 0.164472 -0.00101337 3.10554
549 1 0.0582463 -14.1361 0.182045 -0.000827971 2.63178
550 1 0.0399183 -16.5545 0.157524 -0.0010951 3.20298
551 1 0.0197258 -16.6506 0.17748 -0.0010323 4.35812
552 1 0.0644276 -13.1203 0.168429 -0.000819228 2.88687
553 1 0.0728157 -19.1683 0.0958779 -0.00135064 3.74038
554 1 0.042455 -15.1101 0.198821 -0.000830642 3.96484
555 1 0.0823883 -13.5648 0.150527 -0.00119828 7.71594
556 1 0.0795146 -14.675 0.13047 -0.00126436 5.01237
557 1 0.0618598 -12.8928 0.19578 -0.000933177 4.1564
558 1 0.0760025 -14.4936 0.138779 -0.00116827 3.04785
559 1 0.0783191 -15.1521 0.135821 -0.00113221 4.16916
560 1 0.0739141 -13.9189 0.154579 -0.00104893 3.92559
561 1 0.0390304 -14.9501 0.181858 -0.00107941 3.49018
562 1 0.0609466 -15.4484 0.156297 -0.00116913 2.32756
563 1 0.066845 -18.8445 0.111247 -0.00143693 3.35752
564 1 0.0608937 -14.2717 0.155927 -0.00109655 2.47869
565 1 0.0583117 -16.7715 0.141109 -0.00137591 2.86834
566 1 0.0569515 -17.9946 0.134491 -0.00135227 3.42884
567 1 0.046077 -15.2353 0.172385 -0.000936283 4.57283
568 1 0.0500898 -13.8811 0.177652 -0.000878159 4.27959
569 1 0.0485526 -15.4004 0.184563 -0.0010342 4.55246
570 1 0.0623142 -15.2778 0.164622 -0.000986522 3.84095
571 1 0.0471208 -17.3985 0.142353 -0.00119289 2.88593
572 1 0.050118 -18.9246 0.121164 -0.00127932 3.04515
573 1 0.0482186 -14.5452 0.166224 -0.000975835 3.49406
574 1 0.0462717 -17.4698 0.13528 -0.00120115 3.01954
575 1 0.0603883 -15.5104 0.13321 -0.0011872 4.20793
576 1 0.0621535 -14.5287 0.137884 -0.00105252 3.76216
577 1 0.0481656 -22.3607 0.088366 -0.00149737 4.68519
578 1 0.0759563 -13.09 0.139777 -0.00112691 4.72724
579 1 0.0556325 -15.4619 0.12666 -0.00129959 3.95188
580 1 0.0834043 -15.2887 0.122285 -0.0011341 2.93618
581 1 0.0609285 -13.934 0.162739 -0.000950916 3.33641
582 1 0.0643955 -14.3316 0.128468 -0.00111434 3.29695
583 1 0.0681964 -14.4915 0.128627 -0.000938094 3.29785
584 1 0.0553829 -18.672 0.110156 -0.00145873 5.01394
585 1 0.0657395 -15.0361 0.138368 -0.00100896 3.58137
586 1 0.0681636 -14.5885 0.129195 -0.00104252 4.30466
587 1 0.0599774 -12.8737 0.158979 -0.000950099 4.03943
588 1 0.0428249 -15.924 0.143131 -0.0012623 3.26694
589 1 0.0544712 -14.6552 0.130932 -0.00130638 2.79758
590 1 0.0727195 -13.5163 0.144617 -0.000906266 3.2682
591 1 0.0852655 -13.7484 0.127835 -0.00115066 3.91695
592 1 0.0411981 -18.3284 0.127464 -0.00143948 3.55127
593 1 0.0413012 -15.3123 0.139066 -0.00122942 4.27595
594 1 0.0564713 -14.3578 0.158855 -0.000933092 2.32398
595 1 0.0350841 -18.1367 0.129082 -0.00121353 3.78427
596 1 0.0600282 -16.9905 0.123944 -0.00120119 2.44441
597 1 0.0359993 -16.2728 0.172405 -0.000897486 5.15101
598 1 0.0586229 -16.9109 0.12196 -0.0011056 2.86592
599 1 0.074314 -15.8244 0.112631 -0.00125255 2.70557
600 1 0.0563061 -17.5725 0.127335 -0.00111268 2.66634
601 1 0.0452988 -15.6975 0.157679 -0.00100169 2.8054
602 1 0.016029 -17.5413 0.148393 -0.00123575 4.57528
603 1 0.0319701 -24.5424 0.0736733 -0.00167463 4.58233
604 1 0.0550744 -16.0602 0.160672 -0.00103568 3.03427
605 1 0.01 -21.7103 0.121489 -0.00147309 3.20437
606 1 0.0541711 -16.3665 0.127424 -0.00111994 3.47273
607 1 0.0218623 -18.4845 0.157594 -0.00113675 3.40475
608 1 0.0844282 -10.3251 0.183442 -0.000973342 6.38358
609 1 0.0815596 -12.3347 0.163209 -0.0010546 5.45071
610 1 0.0717649 -12.147 0.174127 -0.000940594 3.51543
611 1 0.0765547 -13.9301 0.151652 -0.00102525 2.53943
612 1 0.0492947 -14.8422 0.161688 -0.00112348 5.57829
613 1 0.0493796 -14.9128 0.177154 -0.000935975 2.89751
614 1 0.0775469 -16.8502 0.106755 -0.00127329 2.77872
615 1 0.0856751 -18.5321 0.0922377 -0.00131454 3.77191
616 1 0.0468368 -18.3513 0.143801 -0.00119654 3.46082
617 1 0.0321421 -16.9118 0.175246 -0.00103721 5.58548
618 1 0.0591766 -15.9496 0.134939 -0.000904528 4.50082
619 1 0.0182495 -16.2319 0.165488 -0.00110123 6.12989
620 1 0.0536373 -14.931 0.17737 -0.000803584 3.09712
621 1 0.0361504 -19.8885 0.145821 -0.00113476 3.4033
622 1 0.0747731 -12.5099 0.191815 -0.000996299 5.42132
623 1 0.0599879 -14.72 0.160144 -0.00105998 5.29282
624 1 0.0749871 -14.6017 0.171664 -0.00102615 4.85802
625 1 0.0605933 -13.4151 0.19335 -0.000984157 5.03086
626 1 0.0786875 -14.7339 0.131683 -0.00124923 5.3817
627 1 0.0781678 -14.7255 0.157749 -0.00114961 5.69141
628 1 0.0777376 -15.2074 0.151998 -0.00119409 4.24863
629 1 0.0822192 -13.1794 0.187789 -0.000914637 4.31653
630 1 0.0579603 -14.9379 0.177103 -0.00110906 4.01283
631 1 0.0516549 -18.3897 0.144841 -0.00137176 4.09506
632 1 0.0378545 -20.2434 0.146432 -0.00137957 5.878
633 1 0.0659215 -18.8463 0.11132 -0.00143324 5.03265
634 1 0.0605952 -16.0824 0.149429 -0.00129494 3.32931
635 1 0.0603039 -14.2462 0.175935 -0.0010123 4.14571
636 1 0.0752203 -12.7075 0.201448 -0.00085258 3.67012
637 1 0.0693693 -13.8392 0.177189 -0.00093723 3.90674
638 1 0.0606494 -14.4194 0.183117 -0.00112434 5.01505
639 1 0.0558228 -15.1676 0.153477 -0.00116168 5.81057
640 1 0.0456552 -15.5208 0.159082 -0.0011919 5.43452
641 1 0.0828821 -18.5757 0.097148 -0.00141066 5.92006
642 1 0.0796044 -11.6136 0.174992 -0.00102689 6.18786
643 1 0.090843 -15.1596 0.110802 -0.00134583 5.03775
644 1 0.073749 -13.5529 0.146136 -0.00110122 3.88691
645 1 0.062427 -14.0216 0.149183 -0.00127266 4.18882
646 1 0.0566044 -13.5339 0.18028 -0.000964555 5.49474
647 1 0.0728936 -14.9564 0.150727 -0.00119727 4.04358
648 1 0.056726 -18.3843 0.131674 -0.00124666 4.89868
649 1 0.0740417 -12.8291 0.156556 -0.000939886 4.44782
650 1 0.0598451 -16.0113 0.156631 -0.00113162 4.33344
651 1 0.0632287 -14.6316 0.162713 -0.00110478 4.24689
652 1 0.0525421 -15.3179 0.16168 -0.00100307 5.50197
653 1 0.042478 -15.7991 0.182575 -0.000927186 4.80291
654 1 0.0187948 -20.516 0.13157 -0.00148307 4.95101
655 1 0.0770706 -12.4545 0.165 -0.00118486 3.14171
656 1 0.0683349 -14.2391 0.153884 -0.00118525 3.21029
657 1 0.0724601 -14.9549 0.145778 -0.00115187 4.59291
658 1 0.063939 -15.4521 0.153203 -0.00116983 4.94227
659 1 0.056136 -19.1568 0.100621 -0.00162706 4.0955
660 1 0.0705727 -13.8409 0.151447 -0.00107616 3.05145
661 1 0.0475522 -13.9448 0.17487 -0.00102266 4.32857
662 1 0.079014 -18.6424 0.092733 -0.00156713 4.14036
663 1 0.0757409 -14.2686 0.14736 -0.00114822 3.00925
664 1 0.0732082 -16.6718 0.127612 -0.00123326 3.58911
665 1 0.068596 -14.6124 0.148073 -0.00118384 3.14036
666 1 0.0763655 -16.1765 0.127516 -0.00117206 4.6631
667 1 0.0935065 -17.3123 0.094626 -0.00127113 4.22761
668 1 0.0641341 -13.9848 0.173191 -0.00101411 4.05585
669 1 0.0612978 -15.6148 0.151227 -0.00109989 3.87031
670 1 0.0463112 -20.6633 0.117824 -0.00138179 3.77465
671 1 0.0737299 -12.5793 0.193147 -0.00109421 7.29121
672 1 0.0739522 -12.2503 0.172609 -0.0011495 2.9571
673 1 0.0704107 -14.0399 0.162074 -0.00101238 4.90892
674 1 0.0807983 -12.1584 0.168839 -0.000981092 3.76046
675 1 0.0665656 -12.5024 0.200349 -0.000792159 5.95418
676 1 0.0620464 -13.6241 0.174286 -0.0010122 3.23062
677 1 0.0601091 -16.0279 0.145549 -0.00119893 3.654
678 1 0.0468523 -12.511 0.226933 -0.000751205 4.64614
679 1 0.0568235 -17.2363 0.14875 -0.00120687 3.91498
680 1 0.0597677 -15.4122 0.166363 -0.00103352 3.78829
681 1 0.0178786 -17.4936 0.180723 -0.00144789 5.89792
682 1 0.051576 -25 0.0866339 -0.00184041 4.24325
683 1 0.049854 -16.1191 0.162129 -0.00108517 4.87996
684 1 0.0521198 -18.0576 0.130939 -0.00139513 5.02451
685 1 0.0714727 -12.5649 0.191348 -0.000835432 3.42188
686 1 0.0507333 -14.5931 0.176532 -0.00104026 4.94583
687 1 0.0391608 -16.9423 0.179583 -0.00100205 4.57754
688 1 0.0652569 -14.1807 0.153118 -0.00106977 5.51992
689 1 0.0588802 -15.9416 0.127097 -0.00122014 5.4877
690 1 0.068737 -15.3872 0.118165 -0.00134615 5.10087
691 1 0.0651473 -16.0922 0.122758 -0.0012608 4.64801
692 1 0.0456035 -15.8162 0.148904 -0.00114259 5.36714
693 1 0.0697646 -14.3069 0.145678 -0.000942099 4.80731
694 1 0.0578751 -15.3964 0.155769 -0.000845074 4.53651
695 1 0.0881134 -13.3504 0.14186 -0.00107505 4.03955
696 1 0.0948906 -12.1969 0.139687 -0.00104545 3.4766
697 1 0.0600409 -12.8144 0.192223 -0.000866052 5.61988
698 1 0.0743235 -13.8651 0.153326 -0.00108132 4.58509
699 1 0.0798174 -14.7374 0.131476 -0.0011243 4.59147
700 1 0.0569708 -14.0936 0.141053 -0.00123912 4.36659
701 1 0.0680734 -14.074 0.133933 -0.00120658 3.77967
702 1 0.0800368 -12.3772 0.153632 -0.00100437 3.18285
703 1 0.0769425 -11.2918 0.186261 -0.000790114 4.1024
704 1 0.0624904 -13.3828 0.170715 -0.000900132 3.91807
705 1 0.0793157 -11.9191 0.17101 -0.000826988 3.64354
706 1 0.0709982 -13.8528 0.149173 -0.000989112 4.17786
707 1 0.0606072 -13.1667 0.172282 -0.000913876 4.99028
708 1 0.0610315 -17.6678 0.130946 -0.00129809 3.45524
709 1 0.0584562 -14.0844 0.160217 -0.00105306 3.8874
710 1 0.0343594 -16.1865 0.175212 -0.000929001 4.62399
711 1 0.0523636 -15.6033 0.154852 -0.00111396 4.27494
712 1 0.0718303 -16.2212 0.124686 -0.00116346 4.18962
713 1 0.0447227 -18.6758 0.11626 -0.00145243 5.0874
714 1 0.0365549 -17.1131 0.153209 -0.0011247 4.08712
715 1 0.0591935 -16.6279 0.150139 -0.00108157 3.76837
716 1 0.0336771 -18.8969 0.118314 -0.00130656 4.33262
717 1 0.0564256 -16.3647 0.14588 -0.001064 3.60988
718 1 0.0896343 -10.0117 0.178293 -0.000917293 4.01309
719 1 0.0696841 -13.3996 0.178743 -0.000899701 4.86883
720 1 0.0751796 -13.2472 0.149914 -0.00117224 3.141
721 1 0.0785153 -10.7789 0.165436 -0.000938211 4.0498
722 1 0.0764525 -14.8497 0.134967 -0.00118116 4.56348
723 1 0.0864909 -13.7667 0.137039 -0.00105553 4.6539
724 1 0.0657113 -12.4069 0.200007 -0.000900822 3.03414
725 1 0.0576976 -12.9995 0.178794 -0.0010178 3.39429
726 1 0.0736761 -12.4184 0.180821 -0.000904106 3.31603
727 1 0.0586664 -14.7482 0.161279 -0.00112746 3.31282
728 1 0.0866269 -12.9287 0.128104 -0.00103251 3.25352
729 1 0.0708958 -17.2815 0.134783 -0.00114727 3.83152
730 1 0.0684107 -15.9232 0.147846 -0.00120339 3.65033
731 1 0.0577682 -15.8783 0.141101 -0.00136627 5.1164
732 1 0.0808692 -13.9078 0.141575 -0.00110944 3.78858
733 1 0.0597158 -16.7295 0.123285 -0.00137843 3.60492
734 1 0.0672736 -16.3921 0.134072 -0.00115088 3.1922
735 1 0.0506374 -17.6722 0.122535 -0.00143112 3.35545
736 1 0.0566738 -18.382 0.121902 -0.00128106 3.1691
737 1 0.0297657 -17.7474 0.148369 -0.00129281 3.57393
738 1 0.0620436 -15.6899 0.140603 -0.000977765 3.09111
739 1 0.0598166 -17.4719 0.12632 -0.00134608 2.8352
740 1 0.0450964 -15.87 0.150014 -0.00113464 3.86009
741 1 0.05141 -16.6192 0.157707 -0.00103747 3.40022
742 1 0.0469636 -20.3072 0.111912 -0.00141178 3.69827
743 1 0.0303505 -15.9365 0.170733 -0.00117831 4.20592
744 1 0.0604436 -20.9671 0.0926903 -0.00153708 4.73225
745 1 0.010665 -19.9845 0.149044 -0.00135081 3.98666
746 1 0.0655488 -18.1899 0.111521 -0.00126768 3.92564
747 1 0.056492 -18.1553 0.127318 -0.00133043 4.54714
748 1 0.0255769 -17.8978 0.169085 -0.00100249 4.14217
749 1 0.0293138 -19.816 0.119796 -0.00137903 4.35728
750 1 0.0614134 -13.4737 0.174268 -0.00106078 4.15079
751 1 0.0705798 -13.6107 0.150907 -0.00109581 4.92852
752 1 0.0757728 -14.4322 0.127851 -0.00121861 2.33415
753 1 0.0597514 -15.1369 0.168934 -0.00102039 3.92051
754 1 0.0649853 -13.4997 0.166664 -0.000984801 3.46202
755 1 0.0759026 -13.6099 0.171709 -0.000927122 3.47926
756 1 0.0797843 -15.4703 0.129399 -0.00109944 3.90897
757 1 0.0420332 -16.4245 0.157651 -0.00119562 5.77251
758 1 0.0400708 -15.4496 0.16609 -0.00116746 4.09718
759 1 0.0532018 -16.3136 0.151729 -0.00122969 2.69876
760 1 0.0462331 -14.5422 0.185173 -0.000866195 3.77989
761 1 0.056781 -15.8131 0.147583 -0.00105369 3.59104
762 1 0.0519115 -18.4243 0.127014 -0.00129298 3.01763
763 1 0.0623911 -14.3776 0.180582 -0.000928781 3.29982
764 1 0.0420017 -18.5106 0.1448 -0.00123498 4.56806
765 1 0.0218097 -15.3826 0.226252 -0.000680019 4.68482
766 1 0.0668298 -15.4167 0.152684 -0.0010754 3.02568
767 1 0.0241477 -22.773 0.126543 -0.00144398 4.32409
768 1 0.0562887 -21.1605 0.107019 -0.00142015 4.54051
769 1 0.0653478 -15.2303 0.137415 -0.000995943 5.52345
770 1 0.0630528 -12.2608 0.185728 -0.000846835 4.73992
771 1 0.0828025 -15.7918 0.121048 -0.00111907 4.85585
772 1 0.0626434 -16.7354 0.119656 -0.00119932 3.91271
773 1 0.0620758 -16.7997 0.119336 -0.00112721 4.11172
774 1 0.0414422 -16.3266 0.156252 -0.000860116 4.46199
775 1 0.094808 -13.4847 0.124901 -0.00129678 3.69156
776 1 0.0597298 -14.166 0.145722 -0.000958556 3.87212
777 1 0.0848813 -16.1528 0.119231 -0.00106712 3.13689
778 1 0.0660674 -12.7873 0.171378 -0.000856319 4.08984
779 1 0.0652171 -15.7891 0.133788 -0.00120259 3.80774
780 1 0.0614853 -18.3718 0.115631 -0.00124861 3.10324
781 1 0.0711093 -13.3077 0.168069 -0.000772273 3.70011
782 1 0.0567903 -14.8945 0.155268 -0.000814775 3.72414
783 1 0.0491884 -16.5348 0.133357 -0.000889692 3.76668
784 1 0.0668253 -12.9178 0.176454 -0.000784809 5.17205
785 1 0.0615417 -15.8221 0.123683 -0.00125007 5.71793
786 1 0.0796648 -16.8898 0.115522 -0.00107816 3.73939
787 1 0.01 -23.1296 0.0914375 -0.00160252 5.09318
788 1 0.0507314 -19.8445 0.116684 -0.00109752 3.48142
789 1 0.0519202 -18.6706 0.12115 -0.0011412 3.39277
790 1 0.0666646 -22.3087 0.0964977 -0.00135961 4.48457
791 1 0.0316098 -16.0292 0.157536 -0.000861756 4.73797
792 1 0.0635219 -15.7963 0.129015 -0.00140828 5.43036
793 1 0.0520391 -13.6366 0.16404 -0.00106144 4.59973
794 1 0.0773235 -12.2428 0.162274 -0.000843828 2.63873
795 1 0.0571189 -14.5584 0.168686 -0.000950711 2.83139
796 1 0.0610795 -14.9268 0.147594 -0.00104246 2.64737
797 1 0.0721557 -15.2999 0.137491 -0.00090869 3.73929
798 1 0.0829144 -14.375 0.125128 -0.00105807 3.08334
799 1 0.0644699 -15.1194 0.137513 -0.00107606 3.37008
800 1 0.0578427 -16.4987 0.118879 -0.00132701 4.32723
801 1 0.0559535 -23.1317 0.0732409 -0.00163127 3.85251
802 1 0.0777209 -16.5646 0.107 -0.00127052 3.53333
803 1 0.0633903 -19.1922 0.0941189 -0.00154085 4.04532
804 1 0.0655328 -18.1104 0.119517 -0.00126879 2.50661
805 1 0.0398309 -19.4385 0.120861 -0.00137046 3.38344
806 1 0.0775112 -19.3662 0.103984 -0.00132533 3.47588
807 1 0.0688766 -17.9436 0.106035 -0.00121743 2.32183
808 1 0.0574863 -14.3815 0.171227 -0.00091208 3.08743
809 1 0.0447174 -16.6254 0.159168 -0.00101551 4.14143
810 1 0.0781005 -20.6213 0.102973 -0.00126226 3.61952
811 1 0.0310226 -18.2517 0.157222 -0.00105767 3.60973
812 1 0.054705 -16.2682 0.143271 -0.000983727 3.57593
813 1 0.0389136 -19.1432 0.123892 -0.0011888 4.18076
814 1 0.0479625 -13.9941 0.201596 -0.000758654 4.06512
815 1 0.01 -19.5145 0.127369 -0.00135895 5.99979
816 1 0.0307949 -16.3557 0.176688 -0.000929333 4.01335
817 1 0.0487102 -15.2536 0.162138 -0.000892602 3.4029
818 1 0.0438563 -16.7302 0.146253 -0.00111945 5.00573
819 1 0.0618538 -16.6967 0.131786 -0.00116465 3.59601
820 1 0.0790503 -9.86475 0.221445 -0.000727992 8.68724
821 1 0.0742554 -12.1706 0.186914 -0.000915653 4.52923
822 1 0.0835277 -13.6599 0.147534 -0.00100276 2.37668
823 1 0.0575327 -14.9971 0.13926 -0.00122292 3.45023
824 1 0.0869161 -13.8343 0.137661 -0.000998431 3.5294
825 1 0.0334668 -17.2519 0.138215 -0.00150133 5.09208
826 1 0.0605739 -13.3176 0.174278 -0.000932397 4.91732
827 1 0.063567 -13.6151 0.17334 -0.000868384 2.32067
828 1 0.0620214 -16.6998 0.136974 -0.00109545 3.64225
829 1 0.0472984 -17.4981 0.134301 -0.00127983 3.68702
830 1 0.0589515 -13.9901 0.177111 -0.000787123 4.1603
831 1 0.0749767 -16.2987 0.114635 -0.00104855 3.5698
832 1 0.0713872 -15.7869 0.122926 -0.00101505 4.28347
833 1 0.0759779 -14.4788 0.155542 -0.000990741 3.3274
834 1 0.0716358 -13.7974 0.158729 -0.000890164 2.8518
835 1 0.0601064 -15.7603 0.153671 -0.000945251 2.7336
836 1 0.0507353 -18.3793 0.112388 -0.00127023 3.23518
837 1 0.0453854 -17.4837 0.147055 -0.00102901 3.73801
838 1 0.0452395 -17.5076 0.158642 -0.000954067 2.81346
839 1 0.052558 -16.2343 0.150916 -0.000806286 2.61805
840 1 0.0387373 -14.5685 0.216007 -0.000531038 4.44555
841 1 0.021829 -19.6146 0.162349 -0.00113274 3.12477
842 1 0.0548058 -24.9703 0.0857296 -0.00132992 5.01586
843 1 0.0614547 -14.5071 0.195192 -0.0011434 6.58437
844 1 0.0522145 -15.1999 0.158776 -0.00122258 5.51342
845 1 0.0601885 -16.0551 0.147773 -0.00129843 4.99135
846 1 0.0716949 -16.6581 0.168198 -0.00124684 6.1096
847 1 0.0407058 -16.676 0.194401 -0.00123551 4.67642
848 1 0.0605677 -17.2301 0.137457 -0.001423 5.74636
849 1 0.0729822 -13.1975 0.172475 -0.00102197 3.76238
850 1 0.0772461 -17.7473 0.126967 -0.00133562 4.61643
