Ctip Ctail W Al M RMSD
851 1 0.0630781 -16.022 0.14065 -0.00129262 4.6818
852 1 0.0287753 -19.2577 0.144576 -0.00128327 5.43268
853 1 0.0710601 -12.1775 0.19006 -0.0011128 3.65163
854 1 0.0736701 -13.9385 0.166046 -0.00113161 3.55631
855 1 0.0676986 -16.2447 0.150934 -0.00134254 4.2171
856 1 0.0694965 -15.6168 0.159687 -0.00119482 5.81127
857 1 0.0494327 -19.9593 0.126723 -0.00158584 4.38691
858 1 0.0602121 -15.1521 0.191898 -0.000940748 5.65541
859 1 0.0502055 -16.7763 0.148411 -0.0013881 4.9548
860 1 0.0524784 -14.7675 0.163458 -0.00109404 5.2905
861 1 0.0775482 -14.8184 0.13837 -0.00112734 7.54223
862 1 0.0770234 -13.1007 0.159851 -0.000987607 3.8748
863 1 0.0704178 -14.8025 0.158097 -0.00110476 4.1753
864 1 0.0499933 -15.0542 0.175627 -0.000892754 4.65225
865 1 0.0445718 -16.7995 0.155551 -0.00112985 5.10451
866 1 0.0701449 -18.4003 0.110243 -0.00129461 5.37678
867 1 0.0837807 -13.2362 0.176975 -0.000904216 6.50512
868 1 0.0733919 -12.4639 0.170753 -0.000915357 4.58561
869 1 0.0950831 -15.0262 0.108966 -0.00131437 4.67786
870 1 0.0679036 -14.7668 0.15061 -0.00107867 3.62616
871 1 0.0731028 -15.2714 0.157999 -0.00118841 3.85958
872 1 0.066495 -17.8256 0.128462 -0.00138243 3.82648
873 1 0.0881125 -15.7753 0.130639 -0.00116436 4.29404
874 1 0.0542764 -12.9647 0.197984 -0.000814065 4.37677
875 1 0.0620625 -18.3367 0.124622 -0.00140126 3.67264
876 1 0.0475073 -17.5154 0.155938 -0.00123982 3.61932
877 1 0.0662372 -16.3648 0.140207 -0.00119626 3.44707
878 1 0.0431627 -18.1074 0.144925 -0.00131785 3.83156
879 1 0.063596 -15.3627 0.164453 -0.000855279 5.18708
880 1 0.0713056 -17.4962 0.113871 -0.0013792 4.53826
881 1 0.0375287 -16.8151 0.155319 -0.00118271 5.59727
882 1 0.0656695 -13.8751 0.189441 -0.000895598 4.6701
883 1 0.067232 -14.7812 0.159474 -0.000964956 4.13311
884 1 0.0859721 -12.475 0.168188 -0.000918695 6.32241
885 1 0.0773351 -13.5975 0.154909 -0.00110884 4.04068
886 1 0.0687445 -14.4609 0.188256 -0.000936908 8.41324
887 1 0.0684211 -13.5102 0.164203 -0.0010231 4.03595
888 1 0.0449555 -15.8509 0.169081 -0.00111854 4.03776
889 1 0.071018 -15.5641 0.162461 -0.000836099 5.03065
890 1 0.0496879 -17.7578 0.174277 -0.000961408 6.08362
891 1 0.0660587 -16.9295 0.131658 -0.0012144 4.97661
892 1 0.0536979 -17.3998 0.143096 -0.00125345 4.18177
893 1 0.0245426 -19.883 0.14427 -0.00147879 4.26216
894 1 0.0547025 -20.9425 0.1156 -0.00139229 4.38224
895 1 0.0918999 -13.4936 0.135058 -0.00110785 7.71835
896 1 0.0915255 -14.8629 0.114752 -0.00123298 8.19974
897 1 0.0947822 -11.7313 0.171603 -0.000813241 5.77208
898 1 0.0859866 -13.5971 0.146487 -0.00100475 4.02915
899 1 0.069429 -12.7585 0.180847 -0.000756147 6.65169
900 1 0.0654909 -14.5767 0.153301 -0.00102343 4.81425
901 1 0.0678302 -13.6597 0.153511 -0.00101885 5.33416
902 1 0.0760532 -18.7023 0.0945056 -0.00129115 5.97711
903 1 0.0968735 -14.3855 0.124233 -0.00103567 5.96677
904 1 0.0802092 -13.2134 0.142931 -0.00108382 4.2535
905 1 0.0561754 -16.4725 0.129944 -0.00116864 4.09772
906 1 0.0611981 -14.2581 0.165345 -0.0010713 4.50425
907 1 0.0571976 -16.127 0.131926 -0.00114308 3.91747
908 1 0.0505366 -17.6816 0.13068 -0.00116757 4.02333
909 1 0.0345578 -17.0008 0.163432 -0.00101222 4.44062
910 1 0.0878151 -13.6293 0.163322 -0.00094894 6.162
911 1 0.0431458 -16.9182 0.143318 -0.00118712 5.96983
912 1 0.0387793 -17.8175 0.155636 -0.00118537 5.00815
913 1 0.034302 -18.6619 0.142888 -0.00118433 4.36771
914 1 0.0449083 -18.482 0.142994 -0.001055 3.97844
915 1 0.130831 -12.9605 0.0902913 -0.00120219 5.51883
916 1 0.0818184 -13.0088 0.145789 -0.000962663 2.96768
917 1 0.0785272 -12.4837 0.16039 -0.000905838 3.52067
918 1 0.087529 -13.3242 0.144599 -0.00113267 3.61695
919 1 0.0711208 -14.2846 0.139643 -0.00114582 3.17208
920 1 0.0700893 -14.1648 0.184527 -0.000909848 2.85333
921 1 0.0719214 -17.8187 0.107171 -0.00139621 2.80746
922 1 0.0774591 -14.0159 0.155145 -0.000937902 3.2955
923 1 0.0633727 -14.9785 0.148356 -0.00109954 3.92163
924 1 0.0580153 -12.9591 0.21432 -0.000604281 3.44116
925 1 0.0720043 -17.732 0.125938 -0.00136761 3.67177
926 1 0.0626545 -16.3443 0.135475 -0.00098206 3.73343
927 1 0.0617589 -14.8284 0.15701 -0.00102692 6.80337
928 1 0.0545808 -15.1333 0.174924 -0.000949154 5.00422
929 1 0.0498213 -18.2951 0.135767 -0.00122529 4.47912
930 1 0.0627547 -14.0556 0.168767 -0.000878351 4.6885
931 1 0.0579899 -15.6703 0.17046 -0.00093655 3.44704
932 1 0.0876932 -15.1371 0.129475 -0.00101599 4.24982
933 1 0.0377869 -17.4019 0.176983 -0.000818157 3.63685
934 1 0.0556291 -16.8817 0.156205 -0.000958459 3.88836
935 1 0.0637695 -13.2633 0.209204 -0.000756328 5.62444
936 1 0.068487 -12.8806 0.180474 -0.000920693 6.02236
937 1 0.0694736 -11.5118 0.201601 -0.00071488 5.77945
938 1 0.0544004 -24.7655 0.0836212 -0.00174906 4.06447
939 1 0.0802064 -20.4819 0.0908014 -0.0013948 3.96008
940 1 0.0357718 -14.7193 0.211328 -0.000792345 4.29679
941 1 0.0566733 -17.2732 0.138157 -0.0010646 3.68194
942 1 0.0411657 -18.5887 0.129227 -0.00134007 3.59664
943 1 0.0481485 -17.2749 0.140056 -0.00130412 4.18116
944 1 0.0502308 -16.1457 0.161756 -0.000866044 3.79439
945 1 0.0652198 -17.5772 0.120194 -0.00119646 3.33312
946 1 0.0569924 -17.326 0.162197 -0.00104323 3.47563
947 1 0.0509486 -15.7657 0.163449 -0.000830854 4.73326
948 1 0.0507464 -17.6102 0.13242 -0.00111334 4.37885
949 1 0.0319681 -22.124 0.109715 -0.00159128 5.43951
950 1 0.0685182 -15.7053 0.14642 -0.000955764 4.1359
951 1 0.0528179 -16.7091 0.122022 -0.00114914 5.79759
952 1 0.0458159 -19.0417 0.145425 -0.00121268 4.23409
953 1 0.0644023 -18.864 0.13208 -0.00126198 5.71685
954 1 0.0883986 -18.9939 0.101617 -0.00141688 5.69538
955 1 0.0379057 -17.6689 0.189169 -0.000921631 4.07517
956 1 0.0545416 -14.4416 0.154969 -0.000945501 5.50334
957 1 0.0684142 -15.251 0.128774 -0.00122208 4.71051
958 1 0.125152 -13.5276 0.0912302 -0.00118298 5.06967
959 1 0.0423098 -15.2715 0.156541 -0.000686439 6.13988
960 1 0.0702407 -13.2629 0.182174 -0.000709752 5.85618
961 1 0.0689988 -17.707 0.110997 -0.00123331 6.23951
962 1 0.0805525 -13.9351 0.142359 -0.00100531 5.02563
963 1 0.0739573 -12.8562 0.145621 -0.00104417 3.56564
964 1 0.0871788 -14.5968 0.123832 -0.00104954 2.66504
965 1 0.0735903 -14.5025 0.143173 -0.000820442 3.17242
966 1 0.0641005 -15.6928 0.133056 -0.00106957 3.79411
967 1 0.0579916 -19.6432 0.0959429 -0.00144797 4.77368
968 1 0.0455568 -17.9342 0.144217 -0.00107824 3.50352
969 1 0.0470203 -21.8775 0.102585 -0.00136072 3.81424
970 1 0.0505503 -22.3963 0.0949412 -0.00138295 3.69736
971 1 0.0919113 -16.6312 0.118451 -0.00118648 6.22292
972 1 0.0575455 -16.7378 0.128493 -0.000951849 6.10864
973 1 0.0680097 -13.1418 0.156888 -0.000918157 5.06861
974 1 0.0799483 -15.1421 0.142003 -0.00116489 4.16596
975 1 0.0563567 -14.3452 0.158217 -0.00106304 3.60275
976 1 0.0642396 -16.1321 0.118258 -0.00118383 3.4686
977 1 0.044421 -15.6206 0.167845 -0.000946536 3.60837
978 1 0.055149 -17.6498 0.122474 -0.00120237 2.94903
979 1 0.0569843 -14.2482 0.16925 -0.000886629 3.92866
980 1 0.0544407 -12.9311 0.205306 -0.000554727 4.53361
981 1 0.0606735 -15.6972 0.142356 -0.000896414 2.89769
982 1 0.0440347 -15.153 0.184104 -0.000893145 3.50332
983 1 0.0388295 -15.2915 0.177816 -0.000657067 5.03361
984 1 0.0187867 -22.1423 0.105115 -0.00141365 6.17613
985 1 0.0356828 -21.7363 0.10237 -0.00128138 4.16398
986 1 0.0169829 -22.3401 0.111783 -0.00130007 6.32704
987 1 0.038608 -15.3789 0.20126 -0.000656804 3.83521
988 1 0.0668543 -14.8172 0.155581 -0.000928658 2.20042
989 1 0.0585829 -14.362 0.178284 -0.000825755 3.99171
990 1 0.0827604 -16.5885 0.113459 -0.000997989 3.93702
991 1 0.0734699 -16.2734 0.14072 -0.000859651 4.52092
992 1 0.0399437 -20.6655 0.116042 -0.0013491 2.86039
993 1 0.0659783 -17.1192 0.118254 -0.00110857 3.38624
994 1 0.0318579 -17.2747 0.148922 -0.00115695 3.89492
995 1 0.0538945 -16.28 0.130864 -0.00107502 3.50924
996 1 0.0347618 -19.8092 0.125945 -0.0012339 4.94295
997 1 0.0529759 -18.9989 0.113811 -0.00123382 2.54778
998 1 0.0627213 -15.3832 0.140551 -0.000761014 4.35433
999 1 0.0535623 -15.0853 0.167041 -0.000781011 4.7408
1000 1 0.0518562 -17.5297 0.135852 -0.000881099 5.26135
