Ctip Ctail W RMSD
603 1.5506 0.0808946 -24.1982 1.77376
604 1.57841 0.093455 -20.825 1.05681
605 2.02504 0.0928589 -23.9187 3.30306
606 1.68772 0.0854228 -24.2604 2.03247
607 1.57421 0.104331 -20.9858 1.60666
608 1.74839 0.0744058 -23.7943 4.30062
609 1.62355 0.0639853 -24.4804 2.85981
610 1.86692 0.0863909 -22.599 3.07309
611 1.77172 0.0904588 -23.3633 3.76593
612 10 0.170358 -21.6061 8.07718
613 1.69461 0.0900714 -22.9763 1.09664
614 1.54924 0.0986811 -24.1324 3.02951
615 1.24685 0.0822016 -22.0576 1.73257
616 7.98859 0.144572 -20.4903 5.57417
617 1.72121 0.0659217 -22.4345 3.04618
618 1.14032 0.0665478 -23.4054 2.00092
619 1.79015 0.106102 -22.5923 2.59846
620 1.60179 0.08719 -21.0661 1.13962
621 1.5231 0.0864121 -23.1124 3.10468
622 2.36664 0.0938977 -27.0346 2.08926
623 2.07797 0.0789386 -26.2225 3.15661
624 1.9358 0.0941951 -25.5933 2.2475
625 2.30985 0.0888182 -24.5107 1.91168
626 1.6794 0.0929155 -24.8046 2.41339
627 2.03157 0.08541 -26.3466 2.83368
628 2.27492 0.112392 -26.6162 1.50138
629 2.05608 0.112607 -25.3967 1.92278
630 2.14873 0.0989474 -24.0355 1.81728
631 2.08609 0.112635 -26.0435 2.27931
632 1.80974 0.0666057 -25.9695 3.31652
633 2.08814 0.0870431 -27.9351 3.70044
634 2.08707 0.119467 -26.4726 2.79394
635 2.08335 0.0822099 -27.1876 2.08736
636 2.32269 0.111257 -25.8476 2.79449
637 1.91432 0.0990549 -26.6905 2.11821
638 10 0.20727 -24.3536 7.36812
639 1.98751 0.0937107 -25.6025 3.50926
640 2.10857 0.108167 -24.5763 1.94728
641 1.53119 0.0805428 -25.1938 2.81081
642 1.87757 0.0733425 -25.6403 2.27991
643 1.61337 0.0736293 -25.3743 1.89706
644 1.81315 0.0730549 -26.2379 1.01447
645 6.66415 0.135708 -23.1752 3.03475
646 1.98774 0.0771985 -25.3785 1.82709
647 2.04016 0.105004 -25.5621 1.63806
648 1.4864 0.0650678 -24.2887 3.02893
649 2.00006 0.07609 -28.7082 2.61707
650 1.84783 0.0886217 -24.296 2.00036
651 8.00166 0.153367 -25.2916 3.41413
652 2.36622 0.09256 -28.8473 3.94653
653 2.10891 0.0863465 -26.5268 2.8679
654 1.85822 0.0813655 -24.7292 2.31584
655 5.16666 0.14335 -21.3664 2.7166
656 2.02003 0.100469 -24.8525 2.00559
657 1.7931 0.0772316 -25.1105 1.7413
658 1.78169 0.0873149 -24.8933 2.49393
659 2.08831 0.0944724 -27.6768 3.56858
660 1.81353 0.0852545 -25.178 0.784352
661 2.06907 0.0932126 -26.274 1.06169
662 1.70795 0.0965322 -26.0904 1.84939
663 2.02453 0.101486 -26.4399 2.56932
664 1.61667 0.0896519 -25.4632 1.3976
665 6.68684 0.149286 -22.9125 4.16326
666 1.63733 0.0732882 -24.9235 2.232
667 1.34797 0.0609628 -24.9903 2.7931
668 1.97289 0.098668 -23.5628 1.97215
669 1.64876 0.0819591 -22.9756 2.20205
670 1.73369 0.0844948 -27.0002 2.68464
671 10 0.128105 -22.5889 4.14086
672 10 0.162106 -23.0878 3.48621
673 1.89645 0.0731126 -25.8946 2.2443
674 5.72691 0.134787 -21.8226 3.54059
675 2.12176 0.0769344 -24.2755 2.64496
676 2.16141 0.10152 -25.5298 2.41307
677 1.8137 0.0817468 -25.146 1.62183
678 2.79297 0.115045 -23.0298 2.40768
679 1.69542 0.0987236 -24.1321 1.84868
680 1.82871 0.096561 -25.1238 2.25308
681 7.63849 0.138669 -23.8226 3.76501
682 8.76756 0.147014 -23.3407 6.06178
683 2.02804 0.0808123 -29.6832 4.2421
684 10 0.179161 -22.1926 6.31793
685 2.36726 0.114775 -26.6411 2.60199
686 2.16928 0.126317 -23.075 2.20743
687 2.08705 0.073406 -25.262 3.23922
688 1.89286 0.0810912 -25.1768 3.6182
689 1.76786 0.0794205 -25.8613 2.87909
690 1.814 0.0732484 -27.0042 3.78445
691 1.67376 0.0815295 -24.7285 1.91462
692 1.95541 0.0922593 -24.6752 1.93119
693 1.73867 0.0722634 -26.2325 3.95323
694 1.63691 0.0577519 -26.0849 5.35929
695 1.71328 0.0806093 -26.0999 2.89799
696 1.51157 0.0791037 -23.5591 2.00805
697 6.09998 0.131671 -21.8803 3.73418
698 1.89084 0.0773598 -26.2998 3.83522
699 1.35224 0.0741491 -23.4361 2.41888
700 1.88297 0.0931495 -25.6616 1.27436
701 1.91429 0.0913431 -26.1385 2.26564
702 1.71219 0.0869269 -24.6177 1.21532
703 1.89615 0.0822756 -23.6269 1.47139
704 1.65652 0.0787782 -23.7724 1.34337
705 1.58176 0.0896175 -23.3953 2.15329
706 1.67292 0.0768276 -25.0033 1.88286
707 1.95072 0.0821512 -25.2359 3.12363
708 1.9406 0.104378 -27.7933 4.25684
709 2.00811 0.090557 -24.0935 1.73605
710 1.6284 0.0778527 -24.3091 1.95743
711 10 0.153076 -23.8752 5.88261
712 1.58508 0.0906663 -24.9507 3.31635
713 1.87727 0.0973297 -25.0403 1.81278
714 1.72494 0.102558 -24.2277 1.51522
715 1.4296 0.0941059 -22.0033 2.82131
716 1.65815 0.0763243 -25.285 2.15597
717 1.67051 0.0897492 -24.735 2.5707
718 1.9196 0.0866514 -23.6743 2.82199
719 1.72945 0.0683125 -24.7041 1.65231
720 1.77092 0.0964785 -23.25 2.77645
721 1.79396 0.076126 -26.3347 2.04994
722 1.67419 0.0715711 -25.3355 3.11258
723 1.41612 0.0666005 -23.5792 2.10259
724 6.0704 0.133472 -21.503 2.14769
725 1.81946 0.0926363 -22.7825 0.894731
726 4.86054 0.122465 -21.4193 2.86971
727 1.92404 0.0957827 -22.8374 2.19481
728 1.67163 0.0754083 -25.7671 2.16867
729 1.41506 0.0662137 -25.3454 1.82498
730 10 0.157023 -21.8178 5.16074
731 10 0.191086 -22.9646 8.62364
732 7.87496 0.158679 -20.4332 5.08288
733 7.40426 0.143124 -21.5851 5.186
734 1.58867 0.0738444 -25.8509 0.99276
735 1.89925 0.0987492 -24.9389 2.40141
736 1.67132 0.0887595 -25.5748 2.82491
737 1.91338 0.0846717 -25.5676 2.0761
738 1.44529 0.0580662 -25.0886 2.5791
739 8.26679 0.167731 -21.1724 4.84807
740 1.8365 0.0911505 -24.1456 1.71474
741 1.62933 0.0724844 -24.2629 1.59289
742 1.87892 0.0875613 -28.669 5.53478
743 2.05172 0.0897023 -23.2958 2.40949
744 1.80824 0.104171 -25.8602 3.02549
745 1.95025 0.101464 -23.8713 1.83873
746 1.62915 0.0834201 -24.5037 2.12903
747 1.60857 0.105386 -23.1069 1.99816
748 1.88798 0.0949912 -26.4257 3.32608
749 1.9117 0.0938171 -25.8042 3.74015
750 1.87375 0.0955007 -23.6409 3.01779
751 1.5782 0.0671336 -26.3909 1.91514
752 1.76789 0.103464 -25.3488 3.13321
753 1.65306 0.0763219 -22.7534 1.53972
754 9.5955 0.142255 -22.615 4.65644
755 1.88258 0.0741424 -24.5412 2.64365
756 1.62699 0.0650875 -27.0814 3.26851
757 10 0.16611 -23.2085 7.13857
758 10 0.16436 -22.8781 3.27683
759 10 0.160296 -23.0608 4.03356
760 1.67762 0.0990991 -22.4699 1.344
761 1.94746 0.0794457 -26.6194 3.08231
762 1.62882 0.0872658 -24.837 1.9388
763 10 0.139608 -23.0403 5.11609
764 10 0.182516 -22.2422 6.73192
765 2.1857 0.0981976 -22.8133 1.61257
766 8.13434 0.164473 -22.303 4.74836
767 2.04083 0.0992378 -24.1049 4.30355
768 1.69033 0.105987 -24.7497 3.81436
769 1.55451 0.0824982 -24.3758 4.14605
770 1.83964 0.093538 -22.0776 2.55685
771 1.66797 0.0651665 -26.4181 4.6274
772 1.50606 0.0679799 -24.4682 2.80382
773 1.54251 0.0635578 -25.294 3.48807
774 1.28745 0.0743469 -22.013 3.96598
775 10 0.159698 -20.4531 5.21007
776 1.44065 0.0703193 -23.9856 1.98333
777 1.15251 0.0571594 -23.8486 3.38301
778 1.81732 0.0808462 -23.5159 3.03634
779 1.84072 0.106819 -24.8304 3.36291
780 1.44154 0.0793404 -24.2419 2.03724
781 1.41396 0.0730081 -22.0533 3.09209
782 1.36991 0.0637175 -24.1233 2.97259
783 1.22662 0.0467127 -24.9123 3.88029
784 1.59926 0.0979978 -22.6244 3.21828
785 1.87796 0.109217 -24.9684 2.8419
786 1.13695 0.0826089 -23.3179 2.8856
787 1.62584 0.0800723 -25.3002 2.67807
788 1.04229 0.0546213 -22.7254 4.77441
789 1.6498 0.0794074 -27.5442 4.54137
790 1.18517 0.0806294 -22.4891 2.70909
791 1.67588 0.0704753 -24.0372 2.72023
792 10 0.149298 -20.1501 5.43748
793 1.78372 0.0813499 -24.3121 3.1743
794 1.51845 0.0879438 -22.7707 2.64672
795 1.56341 0.0856848 -21.7262 1.66874
796 1.6038 0.0785399 -24.4434 2.01304
797 1.23073 0.0451368 -24.622 2.98136
798 1.57439 0.0733351 -27.5368 4.14145
799 1.6005 0.0760798 -24.2666 2.93668
800 1.67895 0.100831 -23.2475 1.75214
801 1.67161 0.0822104 -26.2495 3.1486
802 1.57269 0.091458 -23.5775 2.09605
803 10 0.165952 -21.2825 4.85089
804 8.8648 0.161119 -21.0909 5.61466
805 9.06859 0.14223 -21.8341 4.96582
806 1.26014 0.0847843 -22.3732 1.34972
807 1.49075 0.0807512 -25.2294 2.90551
808 1.66722 0.103593 -21.2932 2.07217
809 1.7566 0.0941268 -23.3788 3.60694
810 0.936511 0.0713635 -21.7344 2.30128
811 1.36199 0.0622452 -21.8805 2.32316
812 1.34595 0.074086 -23.3849 1.49521
813 1.50842 0.0808722 -24.2605 3.75923
814 2.18572 0.116715 -22.6108 1.52611
815 1.83997 0.11426 -25.7081 2.58981
816 1.7732 0.0996208 -21.6446 0.470845
817 1.4876 0.0878646 -21.7205 1.06232
818 1.96344 0.107609 -22.1919 2.85182
819 9.1217 0.161651 -21.4762 5.89941
820 1.6568 0.0668195 -22.4119 3.65453
821 1.73303 0.0909689 -21.3074 3.57172
822 1.32581 0.0839473 -22.9136 2.04752
823 9.60958 0.148327 -21.1379 4.7574
824 1.43649 0.0758122 -25.206 3.37745
825 10 0.142634 -20.8911 4.82071
826 1.51644 0.0887577 -21.326 2.47205
827 1.55814 0.0861765 -22.6419 2.15077
828 1.16046 0.0727063 -21.2568 1.79697
829 1.8025 0.0933297 -22.9685 4.12
830 1.61484 0.0812611 -24.5867 3.09503
831 1.06638 0.0556059 -23.5971 2.32364
832 1.40244 0.0531388 -25.5793 3.35241
833 1.54478 0.0910324 -23.0801 2.96378
834 1.37952 0.0870424 -22.1353 2.06943
835 1.3941 0.0685528 -22.1943 1.61915
836 1.72946 0.104856 -25.4917 5.29504
837 1.45559 0.0793588 -23.4786 2.53361
838 1.28947 0.0798546 -22.6045 1.96266
839 1.15699 0.0519067 -23.2359 4.49673
840 1.35161 0.101154 -19.4606 1.36504
841 2.17254 0.097169 -22.1652 4.0509
842 1.11309 0.063279 -22.9826 2.74901
843 2.30364 0.092291 -27.7457 2.89767
844 2.37461 0.106959 -28.971 2.84538
845 2.17429 0.103789 -26.9483 1.6103
846 9.02822 0.124664 -26.854 4.79543
847 7.55222 0.148766 -26.4713 4.56476
848 10 0.152491 -26.0564 5.28683
849 1.98461 0.0928186 -25.4138 1.09113
850 2.08817 0.0933836 -29.1593 3.93232
851 2.22403 0.126818 -28.8157 3.09999
852 2.18401 0.0820044 -29.73 4.05585
853 8.56718 0.144008 -23.5401 3.10498
854 1.95212 0.106943 -25.0482 2.08312
855 1.94449 0.104029 -25.8679 2.91771
856 1.74359 0.0808732 -25.4807 2.02382
857 2.0835 0.100321 -27.3283 3.46802
858 2.16384 0.0857062 -27.1982 3.50562
859 2.29423 0.123192 -25.4999 2.7219
860 10 0.168024 -26.5385 4.34915
861 1.60732 0.0876274 -24.9521 4.4201
862 1.73602 0.079774 -24.7429 1.09767
863 1.93593 0.0925201 -26.1024 2.8715
864 1.67877 0.0753628 -24.2384 2.30472
865 2.00025 0.0961575 -27.5736 3.8377
866 1.59698 0.0862812 -25.5215 2.64809
867 1.75903 0.0572116 -27.3621 2.52348
868 1.73208 0.0676596 -25.369 1.2109
869 1.73849 0.0852938 -28.3252 4.28699
870 1.61719 0.0709211 -24.5039 1.81347
871 10 0.15448 -22.7771 4.49968
872 1.92922 0.0946953 -29.0218 4.53974
873 1.54438 0.0822781 -25.4431 1.92581
874 1.95233 0.0867342 -23.7534 1.92122
875 10 0.168442 -23.5403 4.92465
876 1.97329 0.100501 -25.8374 2.06639
877 1.80772 0.0829683 -25.1666 1.24725
878 1.86106 0.0890302 -25.6674 1.49425
879 1.57983 0.0602897 -26.5108 2.4519
880 10 0.168356 -22.5029 5.88324
881 1.7681 0.0930729 -24.5596 4.09024
882 1.8122 0.100572 -22.3179 2.12325
883 1.76958 0.0982465 -25.0018 1.25699
884 1.61072 0.0781873 -26.9141 3.82248
885 1.88411 0.0905451 -26.2115 3.44778
886 1.57254 0.0572528 -25.4118 2.18476
887 1.69792 0.0747077 -24.2953 1.50713
888 1.84569 0.108962 -24.0846 1.89771
889 1.44545 0.0436091 -25.6156 4.2498
890 1.53007 0.0505218 -26.3645 3.42165
891 1.49102 0.0865864 -24.4113 2.50133
892 2.12448 0.119017 -26.376 3.07528
893 10 0.218347 -23.0636 5.91448
894 1.56649 0.0910607 -25.1918 1.5813
895 1.88692 0.086515 -29.4175 6.35847
896 1.73096 0.0927682 -26.3801 3.85979
897 1.616 0.0881665 -24.2906 4.85178
898 1.4453 0.0828819 -24.6426 3.39566
899 1.77309 0.0723753 -26.7699 3.44997
900 1.70313 0.0882964 -24.4084 1.78077
901 1.86185 0.0889336 -24.8826 1.71978
902 1.61516 0.0702524 -26.0963 3.57412
903 1.40521 0.0841814 -25.1141 3.46919
904 2.00023 0.100173 -27.3497 3.60464
905 1.60853 0.0704564 -26.6477 2.38233
906 7.58096 0.166938 -21.8292 3.44033
907 1.76291 0.0881806 -26.6502 2.60848
908 1.66275 0.0769369 -27.3663 2.61207
909 1.6829 0.0791958 -24.6766 1.98675
910 1.39884 0.100606 -23.1435 4.0734
911 1.63554 0.0988629 -23.1084 1.76737
912 1.84692 0.0959201 -23.2495 1.4433
913 1.79181 0.0902586 -24.7281 2.10501
914 1.58143 0.070219 -25.1485 2.76268
915 1.33082 0.0677873 -25.1485 3.0447
916 1.40384 0.0722814 -23.83 1.47623
917 1.66687 0.0822613 -24.4569 1.89054
918 8.68528 0.149714 -21.0801 4.87816
919 1.7127 0.0897032 -25.0854 1.04602
920 9.91752 0.155004 -22.93 3.08384
921 1.63358 0.0903069 -26.5133 2.34889
922 1.6727 0.074794 -25.2275 2.68004
923 1.88746 0.111888 -27.0219 2.62135
924 1.73949 0.0950649 -23.3452 1.40041
925 10 0.22661 -23.3818 8.05705
926 1.51216 0.0612576 -25.3359 2.4949
927 1.41523 0.0988882 -22.1822 4.13847
928 1.90666 0.118857 -25.0604 1.99219
929 1.67228 0.0878836 -24.4954 1.37448
930 1.78013 0.0954672 -24.0686 0.551285
931 1.78652 0.0920208 -23.6336 1.07829
932 1.58849 0.0894993 -25.8413 2.17212
933 1.14957 0.0826777 -22.1434 3.52684
934 1.17751 0.0896527 -21.9273 2.62008
935 1.7703 0.0876301 -22.6802 3.06074
936 2.00054 0.0835789 -23.0745 3.81966
937 1.6738 0.078646 -22.4216 2.05498
938 1.81478 0.0694339 -27.6785 4.89513
939 1.46414 0.0763101 -27.6005 3.37926
940 2.16609 0.114447 -24.4439 2.73103
941 1.22736 0.0812753 -23.5665 2.20062
942 1.84425 0.100821 -26.2118 3.03828
943 9.58733 0.164369 -21.5086 3.93488
944 1.38482 0.0562147 -24.6251 2.73669
945 1.52707 0.0810021 -25.5744 1.49654
946 1.60517 0.0877834 -23.2496 2.11512
947 1.37734 0.068568 -24.2522 1.65497
948 1.47765 0.0693897 -25.7013 3.0831
949 1.97528 0.11792 -26.3956 3.49076
950 1.43751 0.0815344 -24.0582 2.36195
951 1.58958 0.0773477 -24.8384 1.96145
952 1.65213 0.118502 -24.5297 2.29163
953 1.5234 0.116755 -22.9328 2.38817
954 10 0.233911 -20.9678 7.46736
955 1.81573 0.115357 -21.7255 2.71927
956 1.53637 0.0745986 -23.9904 3.17136
957 1.69107 0.0977199 -24.3295 2.68987
958 1.47093 0.0795568 -27.5835 4.5486
959 1.3791 0.0502149 -26.8061 4.39729
960 1.42053 0.0986861 -22.0603 6.02968
961 1.60057 0.0892874 -26.1651 2.88472
962 1.50712 0.0566147 -24.8434 3.64078
963 1.68324 0.0839411 -24.9277 1.99619
964 1.14302 0.0709077 -23.0355 2.54134
965 1.10803 0.0683314 -23.2173 4.02594
966 1.64435 0.0861166 -25.0516 2.56554
967 1.6391 0.0954929 -25.0014 3.51394
968 1.64534 0.0841948 -25.105 3.71388
969 1.50363 0.0685185 -24.6642 2.99484
970 1.51452 0.0676808 -26.435 3.21484
971 1.28298 0.09696 -22.9736 2.04104
972 1.42044 0.0702363 -25.3246 3.46089
973 1.54594 0.0662325 -24.8731 3.16458
974 6.99241 0.141927 -18.985 5.25837
975 1.88411 0.0998928 -23.3476 2.29938
976 1.34562 0.0771136 -23.0334 1.83714
977 1.61256 0.0916413 -24.8078 2.25932
978 1.6744 0.0712741 -27.6727 3.81552
979 1.75585 0.0905997 -24.0124 0.937274
980 1.65204 0.0860768 -24.612 1.84668
981 1.17424 0.0674276 -23.1534 2.73358
982 1.89914 0.112694 -22.9361 2.92161
983 1.38149 0.055305 -24.3895 2.55101
984 1.51718 0.0933531 -24.7423 1.40078
985 1.41351 0.0625262 -24.0506 2.77763
986 1.42422 0.086573 -23.8812 2.17526
987 2.02595 0.0976896 -23.9716 4.17647
988 1.46642 0.0653003 -24.8765 2.55836
989 1.40939 0.0735754 -20.7873 1.56262
990 0.863613 0.0426234 -22.8586 3.7425
991 0.879826 0.0443876 -23.3547 2.81574
992 1.68025 0.0755974 -25.6246 2.57261
993 1.40007 0.0670141 -24.3319 1.69604
994 9.13955 0.155829 -21.4978 4.47286
995 1.83672 0.0950953 -29.5799 4.98321
996 1.24445 0.0838782 -21.8283 1.26002
997 1.78056 0.0792844 -26.9915 4.66251
998 0.831828 0.0594596 -22.1597 2.99989
999 1.35411 0.0741629 -22.7063 3.32232
1000 1.04967 0.0479003 -22.2387 4.67685
