Ctip Ctail W Al s(1) s(2) s(3) s(4) RMSD
613 1 0.0438684 -17.7516 0.384176 6.25472 4.6995 3.2198 2.08551 4.662
614 1 0.0573519 -19.5521 0.353524 6.39666 5.45126 3.00373 1.71714 6.15668
615 1 0.0581302 -20.8444 0.360567 7.32489 5.70371 3.13105 1.72357 8.02898
616 1 0.0395241 -21.0444 0.370384 7.37156 4.37962 2.69846 1.79949 5.99968
617 1 0.0312225 -19.9764 0.366306 7.68546 4.19278 2.62822 1.93921 5.36049
618 1 0.0478996 -19.1115 0.354457 7.789 4.78673 3.40376 2.25002 6.03855
619 1 0.0290108 -19.0141 0.323828 4.93466 4.30278 3.65679 1.68167 6.06443
620 1 0.0456196 -17.8547 0.391417 6.2173 4.59368 4.07636 2.30205 4.7089
621 1 0.0329706 -22.2425 0.372802 7.14547 4.65604 2.83822 1.8699 6.56488
622 1 0.0617874 -15.0982 0.432617 6.92051 4.30528 2.98252 2.07126 4.75768
623 1 0.0529063 -17.0534 0.38256 6.25146 4.29509 3.44948 1.84997 5.47486
624 1 0.0604299 -17.036 0.417739 6.84564 4.66672 3.03496 2.00849 5.37556
625 1 0.0528233 -15.8909 0.418967 6.51037 4.07851 3.37096 2.01245 4.81348
626 1 0.063537 -16.9667 0.370286 5.39354 5.00584 3.14107 1.66945 5.58222
627 1 0.0614766 -17.318 0.403168 7.48589 4.50257 2.6892 1.87522 5.59776
628 1 0.0612934 -17.6418 0.399147 5.78481 4.92237 3.06575 1.74808 5.5299
629 1 0.0660641 -15.6748 0.440529 5.83615 5.34686 3.32248 2.14697 4.84231
630 1 0.0510988 -17.2423 0.403829 5.61653 4.56075 3.21631 1.80823 4.9423
631 1 0.0456988 -20.2621 0.382044 6.11576 4.48618 2.72194 1.58974 6.15093
632 1 0.0366532 -21.8795 0.38205 7.70509 4.4351 2.47301 1.58396 6.77344
633 1 0.051997 -20.6882 0.362033 7.19997 4.51281 2.79854 1.56593 7.25168
634 1 0.0511316 -18.5401 0.378945 5.94743 4.3529 2.82726 1.65005 5.24365
635 1 0.0519093 -16.8244 0.39894 6.58835 4.52767 3.02291 1.99287 4.67747
636 1 0.0615286 -15.3145 0.447296 6.42785 4.76869 3.29269 2.33301 4.14549
637 1 0.0571994 -16.4671 0.411496 6.58579 4.73484 3.1196 2.17102 4.6348
638 1 0.0522147 -16.875 0.411365 6.63455 3.99674 2.91729 1.87919 5.35932
639 1 0.0508711 -17.4055 0.371149 6.5 3.93076 3.26716 1.7397 5.61012
640 1 0.0458643 -17.6059 0.366019 5.48966 4.10131 3.42633 1.66524 5.31277
641 1 0.0616548 -19.8542 0.362333 6.87965 5.48238 2.97851 1.58293 7.44451
642 1 0.0641757 -14.5818 0.407239 7.45724 3.98514 2.89445 2.04381 4.30935
643 1 0.0675837 -17.6348 0.359896 7.65473 4.56388 2.65537 1.65417 5.62604
644 1 0.0602314 -16.2635 0.373225 6.47687 4.42407 3.08789 1.85354 4.41513
645 1 0.0543945 -16.5341 0.365583 6.07947 3.89381 2.98426 1.6481 4.26214
646 1 0.0498178 -16.2413 0.392583 7.09897 3.87955 3.3639 2.04474 4.43468
647 1 0.05924 -17.3808 0.389363 5.96881 4.66029 3.03752 1.73474 5.25518
648 1 0.0477612 -20.4109 0.371561 7.67439 4.62523 2.80309 1.71339 6.16594
649 1 0.0601535 -15.734 0.381918 6.63478 4.08679 3.69455 2.08679 4.28776
650 1 0.0517977 -18.2214 0.38802 5.87086 4.83427 3.19818 1.78176 5.44841
651 1 0.0546909 -16.9664 0.39007 5.79948 4.47264 3.33934 1.80592 5.11128
652 1 0.0473433 -17.8412 0.375945 6.64196 3.83319 3.8761 1.92007 5.0036
653 1 0.0420061 -18.0314 0.391768 6.91159 4.44919 3.20494 2.09108 5.14436
654 1 0.0295197 -22.2941 0.338915 6.43064 3.96047 2.61609 1.459 6.25355
655 1 0.0632886 -15.1088 0.397186 5.68784 4.3102 2.97964 1.75691 3.78804
656 1 0.0567838 -16.8653 0.381131 6.18003 4.20813 3.0076 1.755 4.26423
657 1 0.0584089 -17.5337 0.381446 7.12387 4.5723 2.7858 1.83983 5.05067
658 1 0.0532057 -18.0032 0.383343 7.26775 4.30928 2.71814 1.83063 5.30149
659 1 0.0482183 -20.8685 0.338792 6.45088 4.50276 2.5291 1.41436 6.01844
660 1 0.0579802 -16.58 0.377766 5.89961 4.52728 3.3125 1.87199 4.35938
661 1 0.0448967 -16.63 0.371985 6.02925 4.0661 3.45867 1.89932 4.60539
662 1 0.0589815 -20.1457 0.353123 6.44199 5.18678 2.67394 1.48043 6.62979
663 1 0.0601478 -17.0482 0.38214 6.05851 4.43533 3.15779 1.81176 4.77733
664 1 0.0575679 -18.9279 0.373514 6.77903 4.97046 2.84707 1.75835 5.62789
665 1 0.0567018 -17.2097 0.376728 6.12241 4.40348 2.98324 1.77587 4.74092
666 1 0.0591976 -18.6114 0.372798 7.34353 4.83017 2.9114 1.8414 6.10562
667 1 0.0645882 -19.5181 0.361904 8.22047 5.30461 3.02249 1.76975 7.08423
668 1 0.0549281 -16.4608 0.400487 5.31833 4.74337 3.66849 1.90298 4.5368
669 1 0.0520768 -18.084 0.378561 5.76655 4.63997 3.39584 1.83605 5.28368
670 1 0.0405834 -22.3325 0.360693 7.17965 4.47005 2.81348 1.60051 7.00089
671 1 0.0592851 -15.5127 0.429671 7.83299 3.74007 2.73182 1.97127 5.2053
672 1 0.0612835 -14.9572 0.402179 5.87368 4.27955 2.93332 1.81705 3.64817
673 1 0.057804 -16.6985 0.393611 7.12429 4.70346 2.88592 2.03543 4.84906
674 1 0.0645982 -15.0829 0.403607 6.37104 4.22014 3.31202 2.0741 4.25371
675 1 0.0554673 -15.2955 0.429779 7.36984 4.08158 3.59546 2.46433 4.8969
676 1 0.053206 -16.2869 0.39483 5.61258 4.53696 3.50908 1.91949 4.24886
677 1 0.0512057 -18.4648 0.372912 6.3953 4.77307 2.77407 1.75834 5.04288
678 1 0.0440771 -15.0232 0.431397 6.18604 4.24335 4.2033 2.4287 4.4793
679 1 0.0481947 -19.5137 0.382981 6.55846 4.66316 2.78797 1.77217 5.92732
680 1 0.0508895 -17.9079 0.394336 6.62875 4.73951 2.93817 1.99734 4.96894
681 1 0.0269412 -20.0028 0.357754 6.50196 3.45051 2.34419 1.47505 5.67638
682 1 0.0885476 -4.53119 1 8.55802 5.68998 3.26276 1.83842 6.88442
683 1 0.0434027 -18.9278 0.37668 7.45526 4.24731 2.76155 1.91473 5.23356
684 1 0.0459562 -20.1859 0.361188 7.03955 4.23021 2.53659 1.61421 6.87761
685 1 0.0590812 -15.2792 0.426158 5.53603 4.94771 3.93137 2.22424 4.29813
686 1 0.0459358 -17.2486 0.385156 5.01938 4.43807 3.8779 1.85426 5.11365
687 1 0.0364059 -19.5939 0.3885 6.88507 4.03148 3.21894 1.95877 5.58635
688 1 0.0557135 -16.6876 0.376133 6.91751 4.01114 3.3416 1.86815 5.12082
689 1 0.052644 -18.054 0.347605 6.28274 4.41951 3.22727 1.6704 5.82398
690 1 0.0559465 -18.0469 0.343613 7.51852 4.08627 2.68129 1.6184 5.06939
691 1 0.0552978 -18.2532 0.351628 6.13864 4.64108 3.11818 1.65189 5.53836
692 1 0.0451766 -18.0587 0.354115 5.62402 4.25944 3.57285 1.70926 5.42392
693 1 0.0576696 -16.9213 0.372845 6.24033 4.54612 4.01514 2.01469 5.2482
694 1 0.0504428 -17.8735 0.377559 7.04973 4.51113 3.95527 2.20905 5.0402
695 1 0.0679542 -16.165 0.383649 7.20061 4.51842 2.9618 1.94669 4.30994
696 1 0.0726391 -15.16 0.379563 6.66026 4.31979 3.21657 1.96503 4.01431
697 1 0.0529418 -15.3239 0.412981 7.47872 4.06266 3.31915 2.28195 3.96622
698 1 0.059299 -16.7554 0.384777 7.41934 4.05474 3.02576 1.91803 4.20924
699 1 0.0618335 -17.4981 0.370101 7.67315 4.26015 3.03636 1.88671 5.08287
700 1 0.0518669 -16.5485 0.347171 5.64951 4.22128 3.08762 1.65953 4.63538
701 1 0.0577213 -16.553 0.353711 6.08855 4.39431 3.00702 1.72132 4.45758
702 1 0.0643856 -15.2144 0.383484 6.02632 4.38955 3.46837 1.97179 3.93363
703 1 0.0637308 -14.0304 0.420345 6.52582 4.20971 3.90361 2.36878 3.4257
704 1 0.0539321 -16.0186 0.389483 6.73601 4.30677 3.47415 2.16189 4.03479
705 1 0.0648375 -14.6349 0.405175 6.616 4.38346 3.66107 2.32533 3.59171
706 1 0.0588499 -16.4514 0.376196 7.04922 4.56563 3.1196 2.05387 4.41224
707 1 0.0526629 -15.8838 0.386265 7.08437 3.95204 3.51807 2.14383 3.98134
708 1 0.050624 -19.8005 0.370282 6.61386 4.44827 2.95667 1.64844 5.78352
709 1 0.0512727 -16.7431 0.373345 5.9842 4.13362 3.54545 1.86785 4.33852
710 1 0.0375278 -18.5173 0.370088 6.92712 4.17081 3.37118 2.02528 4.87019
711 1 0.0478202 -17.9952 0.369937 6.89404 4.11562 3.00999 1.84639 4.85191
712 1 0.0581764 -18.3935 0.364122 7.14425 4.72163 3.00444 1.83962 5.67305
713 1 0.0436412 -20.5104 0.338229 5.53436 4.57802 2.96883 1.48728 6.2575
714 1 0.0399241 -19.1729 0.357264 5.74774 4.40578 3.35423 1.74492 5.21319
715 1 0.0505891 -18.8657 0.38317 5.86435 4.73627 3.54861 1.84933 5.42382
716 1 0.0372403 -21.0541 0.326271 6.18226 4.26494 3.19773 1.57754 5.72236
717 1 0.0493224 -18.7102 0.370964 6.27562 4.61681 3.39632 1.89469 5.44193
718 1 0.072274 -13.0283 0.413064 6.42901 3.94213 3.38505 2.14358 2.92586
719 1 0.0570515 -16.1935 0.409972 7.51673 4.43498 3.07618 2.23717 4.03083
720 1 0.0604536 -16.1569 0.377099 6.31393 4.09753 2.96677 1.80622 4.11927
721 1 0.063438 -13.9386 0.386467 6.52549 3.99177 3.40957 2.13281 3.38035
722 1 0.0588272 -17.8609 0.370473 7.75253 4.18663 2.81583 1.82302 4.99005
723 1 0.06537 -16.8371 0.377426 7.62154 4.29065 3.11427 1.99834 5.08348
724 1 0.0562543 -14.9599 0.430717 6.16186 4.30778 3.56406 2.15835 3.49624
725 1 0.050923 -15.7163 0.389152 5.87986 4.23356 3.37277 1.94662 4.06589
726 1 0.0605489 -15.188 0.413452 6.50982 4.23475 3.51474 2.17248 3.52214
727 1 0.0503974 -17.4518 0.379577 6.35127 4.07453 3.11478 1.81491 4.39014
728 1 0.0668123 -15.9302 0.359579 6.86577 4.38292 3.32163 1.98896 4.20754
729 1 0.0896732 -6.37697 1 12.258 8.0397 5.02945 3.24292 4.90847
730 1 0.0543073 -18.5947 0.385894 7.04076 4.0406 2.95609 1.7757 5.22134
731 1 0.0493159 -18.5567 0.361359 6.92395 3.39561 2.92376 1.59252 5.1811
732 1 0.0633045 -16.7169 0.378377 6.87768 4.14826 3.14925 1.90427 4.76102
733 1 0.0501149 -19.2727 0.349327 7.14382 4.15203 2.57724 1.61422 5.3177
734 1 0.053931 -18.9329 0.370838 6.4879 5.09171 3.03099 1.80642 5.40498
735 1 0.0458002 -19.9202 0.34457 5.79804 4.43891 2.7871 1.52035 5.4976
736 1 0.0480208 -20.4239 0.359022 7.06159 4.66081 2.85894 1.68439 5.78662
737 1 0.0335333 -20.3466 0.342896 6.36987 4.00218 2.7182 1.59875 5.0153
738 1 0.0516673 -18.3781 0.365488 7.09864 4.80725 3.2824 2.04784 4.7599
739 1 0.0503135 -19.6708 0.360662 6.25515 4.52143 2.82655 1.6226 5.69435
740 1 0.0425449 -18.5995 0.351833 6.13089 3.97662 3.36757 1.7586 4.86448
741 1 0.0441202 -19.3245 0.378757 6.96721 4.33134 3.17021 1.94449 5.11244
742 1 0.0414704 -22.0921 0.350802 7.93068 4.3812 2.61553 1.5855 6.44917
743 1 0.0330459 -18.9033 0.348217 6.21186 3.72268 2.96572 1.69494 4.76049
744 1 0.048203 -22.1167 0.350316 6.18373 5.2066 2.98011 1.47809 7.46345
745 1 0.0248852 -22.0776 0.342145 5.79175 3.86528 2.83068 1.53385 5.9542
746 1 0.052687 -20.1619 0.356125 6.47428 5.21158 3.10799 1.70067 6.41024
747 1 0.0487232 -20.0855 0.364051 5.42095 5.15943 2.99399 1.63156 6.43716
748 1 0.0306727 -20.3357 0.363168 6.72076 3.99531 3.324 1.91681 5.40723
749 1 0.0323344 -22.2504 0.329934 6.24742 3.90205 3.10242 1.54489 6.7615
750 1 0.0525404 -16.2358 0.391829 6.64202 4.21924 2.92537 1.94712 4.34191
751 1 0.05593 -16.8777 0.372275 7.25328 4.2031 2.82915 1.9259 4.94132
752 1 0.0601012 -17.2236 0.357554 5.87502 4.73017 2.99795 1.73591 4.49434
753 1 0.0495036 -17.9633 0.39329 6.89509 4.28447 3.09829 1.98674 4.95711
754 1 0.0542253 -16.3807 0.386512 6.81721 4.30393 3.09643 2.07501 3.93716
755 1 0.0586486 -16.7256 0.410786 7.01232 4.41959 3.27376 2.21011 4.41504
756 1 0.0826845 -6.19316 1 12.433 8.24749 5.09579 3.42572 4.52
757 1 0.0379704 -19.515 0.358637 7.37205 3.46731 2.92318 1.73785 5.65821
758 1 0.0396393 -18.1987 0.358914 5.46648 3.97185 3.3885 1.69138 4.91369
759 1 0.0458028 -19.0234 0.371383 5.88117 4.2787 3.0254 1.69052 5.23779
760 1 0.0430387 -17.2241 0.387082 5.92334 4.46096 3.81486 2.15117 4.94448
761 1 0.0472275 -18.7952 0.366055 6.6724 4.17942 3.4695 1.89777 5.2604
762 1 0.0436958 -20.8985 0.358146 6.61268 4.47509 2.88887 1.66761 6.36877
763 1 0.051857 -17.1251 0.407769 6.77632 4.41411 3.22224 2.17148 4.29704
764 1 0.0373477 -21.1393 0.365786 7.05972 3.75297 3.01422 1.7126 6.54779
765 1 0.029973 -17.5724 0.399254 6.54639 4.53161 3.80221 2.51993 5.38013
766 1 0.0536449 -18.2035 0.385343 5.72267 4.87317 3.37355 1.89551 5.43641
767 1 0.0851407 -6.28846 1 9.97794 6.8224 4.99681 2.49864 7.15435
768 1 0.0863625 -5.47592 1 8.62695 7.00878 4.98603 2.4394 6.13821
769 1 0.0559848 -17.487 0.363877 6.24276 4.70773 3.86418 1.93381 6.05249
770 1 0.0550927 -14.8253 0.405688 6.12616 4.15173 4.1501 2.1793 3.97863
771 1 0.0627914 -18.2608 0.369177 8.04218 4.77787 3.09226 1.87949 5.7913
772 1 0.0517088 -19.229 0.349233 7.31123 4.52444 3.05701 1.74569 5.47199
773 1 0.0519371 -19.1643 0.348688 6.94936 4.62638 3.47523 1.79133 5.55934
774 1 0.0417584 -18.6556 0.36055 6.42449 4.46427 4.14549 2.13042 5.03282
775 1 0.07093 -16.3553 0.369188 7.02197 4.09473 2.79363 1.68999 4.50574
776 1 0.0512387 -17.0735 0.35523 6.66112 4.15936 3.7208 2.01838 4.20135
777 1 0.0858436 -5.81444 1 11.7825 8.05569 5.58454 3.31247 4.33252
778 1 0.0557161 -15.595 0.390862 6.82463 4.12265 3.7366 2.24743 3.63558
779 1 0.0542656 -18.255 0.362832 5.84377 4.49465 3.38034 1.70377 5.32675
780 1 0.0499539 -20.4757 0.357425 6.78171 4.92192 3.14334 1.7031 6.12718
781 1 0.0584264 -16.0672 0.397363 6.6444 4.41487 4.20407 2.40067 3.89178
782 1 0.0491203 -17.6752 0.369346 7.04524 4.40192 3.99291 2.30223 4.34909
783 1 0.0441749 -19.3034 0.343691 7.71828 4.63949 3.64661 2.16554 4.98444
784 1 0.0569688 -15.4947 0.401954 5.4615 4.90642 4.61174 2.24279 4.83555
785 1 0.0537352 -18.0307 0.345441 5.18755 4.88023 3.45647 1.63389 5.83635
786 1 0.0609417 -18.9614 0.367707 6.65988 5.7936 3.42482 1.93726 5.91548
787 1 0.0200203 -25 0.311839 6.48726 4.17473 2.9693 1.39325 7.20924
788 1 0.0429271 -21.8089 0.357514 7.39678 5.00874 3.64809 1.87273 6.57721
789 1 0.0450263 -20.8117 0.353744 7.04718 4.70283 3.40358 1.81093 6.21228
790 1 0.0923977 -4.92741 1 8.7 7.20115 4.77522 2.43643 5.75115
791 1 0.0355633 -18.779 0.338294 6.37284 4.16574 4.19929 2.08616 4.85876
792 1 0.0513464 -18.7583 0.352823 7.83644 3.62503 2.53721 1.58873 5.26539
793 1 0.0461434 -16.7395 0.359888 6.78846 3.83515 3.15763 1.8953 4.18537
794 1 0.0626394 -15.1313 0.390768 6.03151 4.57357 3.95559 2.22223 3.50673
795 1 0.0493403 -17.2952 0.385024 6.31983 4.31995 3.5809 2.02731 4.12496
796 1 0.0513348 -17.7604 0.366142 6.71666 4.56714 3.0749 1.95656 4.37974
797 1 0.055894 -18.3159 0.37151 8.08688 4.81514 3.30511 2.24286 4.77296
798 1 0.061985 -17.5975 0.361861 7.1835 4.33934 3.45625 1.96915 5.06924
799 1 0.0519009 -18.226 0.358671 6.94471 4.14847 3.33801 1.90844 4.95603
800 1 0.0502304 -18.9215 0.339386 5.29231 4.66796 3.25652 1.5811 5.3491
801 1 0.0445316 -23.7629 0.333959 7.31814 5.39445 2.74669 1.42984 7.91842
802 1 0.0590418 -19.0288 0.351298 6.05632 4.9913 3.3672 1.67718 5.88748
803 1 0.050311 -21.0622 0.340467 6.04184 4.7559 2.96087 1.46861 6.94459
804 1 0.0516456 -20.3161 0.365351 6.87948 4.8744 2.96273 1.70751 6.04667
805 1 0.0376776 -21.7511 0.343042 6.62527 4.04203 2.99689 1.56219 6.18068
806 1 0.0896531 -5.2502 1 9.02198 7.72618 4.81693 2.55588 4.7364
807 1 0.0533702 -20.1944 0.351501 7.20513 5.06002 3.18897 1.76483 6.05424
808 1 0.0499772 -17.0481 0.38826 5.87869 4.44508 3.87041 2.09643 4.34815
809 1 0.0403215 -19.4243 0.368988 6.60464 3.953 3.6388 1.93228 5.37567
810 1 0.0961172 -5.1335 1 9.30068 7.5229 4.75625 2.73156 5.60249
811 1 0.0314451 -21.0115 0.359774 7.12463 4.28301 3.00153 1.86904 5.34636
812 1 0.045808 -19.229 0.361509 6.65724 4.37614 3.71993 2.01441 5.60434
813 1 0.0376478 -21.4722 0.342725 7.51823 4.20172 3.13967 1.75413 6.42931
814 1 0.0451945 -16.3787 0.411588 5.65049 4.83826 4.31477 2.3133 4.72335
815 1 0.024322 -22.1679 0.305873 5.18502 3.93522 3.33286 1.48233 6.44901
816 1 0.0351187 -18.7691 0.365965 5.61052 4.36963 3.94107 1.95955 4.88708
817 1 0.0458402 -17.7008 0.370114 5.53812 5.0169 3.88998 2.09207 4.55174
818 1 0.041251 -19.3863 0.353622 5.47202 4.19594 3.93618 1.75345 5.68119
819 1 0.0505495 -19.3163 0.362741 5.99828 4.63424 3.43167 1.79088 6.24829
820 1 0.05028 -12.2538 0.753729 15 8.47239 6.33305 5.2902 7.0503
821 1 0.0498188 -14.576 0.569653 11.0613 6.28292 4.65514 2.86096 4.96548
822 1 0.0639504 -16.7147 0.386897 6.57135 4.93401 3.09377 2.06721 4.35529
823 1 0.0483685 -18.1351 0.349033 6.66866 3.95603 2.92356 1.71357 4.68337
824 1 0.0652604 -16.9531 0.37925 7.5172 4.88872 2.96411 2.1249 4.4085
825 1 0.0336914 -20.4427 0.328648 6.90931 3.40885 2.40714 1.46771 5.39405
826 1 0.0505843 -16.4313 0.385852 6.61366 4.03477 3.52052 2.12433 5.23374
827 1 0.0533328 -16.4419 0.394361 6.1493 4.70297 3.62893 2.19773 4.0977
828 1 0.0494524 -19.5329 0.368909 6.92938 4.58812 3.19072 1.90216 6.19181
829 1 0.0412268 -20.3546 0.350643 6.75423 3.99983 2.90683 1.65742 6.01364
830 1 0.0502322 -16.8084 0.39429 7.26458 4.6822 3.3326 2.48595 4.27076
831 1 0.0563775 -19.2044 0.355086 7.9329 5.13367 3.18154 2.02541 6.0554
832 1 0.0749107 -6.04195 1 12.6868 8.00612 5.81293 3.67589 5.47356
833 1 0.0596126 -17.3049 0.394565 5.62852 5.29683 3.58755 1.972 4.93081
834 1 0.0577066 -16.702 0.387746 5.61149 5.18573 3.84317 2.13957 4.41591
835 1 0.0486778 -18.744 0.378444 6.44859 4.6264 3.66652 2.08317 5.25524
836 1 0.0431825 -21.007 0.338036 6.51069 4.5965 3.17154 1.68279 6.77436
837 1 0.0396881 -20.3192 0.363283 7.01025 4.45838 3.20479 1.98473 6.18598
838 1 0.0408776 -19.9469 0.379685 6.11604 5.1579 3.47086 2.04206 5.49943
839 1 0.0458297 -18.9089 0.368829 6.5719 5.35139 3.82044 2.32889 4.99178
840 1 0.0373577 -17.1976 0.410773 6.02711 4.95216 5.05737 2.96098 5.00841
841 1 0.0259918 -22.042 0.367654 6.50671 4.22156 2.85088 1.81962 6.09499
842 1 0.0870797 -4.65271 1 8.50159 6.67421 4.91185 2.50908 7.43851
843 1 0.0538884 -16.6157 0.433033 6.81149 4.52972 2.69637 1.84035 6.25008
844 1 0.0488925 -17.4192 0.37289 5.83305 4.04498 3.1754 1.66911 5.75571
845 1 0.0531759 -18.0559 0.378111 5.47427 4.57033 3.03065 1.60647 5.51075
846 1 0.0555181 -18.9862 0.424097 8.0017 4.30315 2.50158 1.76994 6.14173
847 1 0.0400656 -18.713 0.413299 5.98542 3.91216 2.87449 1.67448 5.63885
848 1 0.0523051 -19.1036 0.374829 6.62774 4.00518 2.77457 1.53684 6.53213
849 1 0.0603746 -15.7768 0.406862 6.16972 4.28066 3.34655 1.95636 4.30979
850 1 0.0582765 -19.7474 0.386759 7.27984 4.5829 2.79337 1.66576 6.6699
851 1 0.0538401 -18.2426 0.371429 5.42599 4.46171 3.19515 1.61729 5.6967
852 1 0.0344025 -21.1134 0.356037 7.2307 3.96373 2.78744 1.62169 6.17012
853 1 0.0597354 -14.7888 0.423215 5.95546 4.10003 3.06334 1.86188 3.93926
854 1 0.060655 -16.3844 0.404329 5.80776 4.72179 2.96885 1.83501 4.57319
855 1 0.0547398 -18.61 0.392808 6.49276 4.32951 2.5832 1.65005 5.79668
856 1 0.0553831 -18.2119 0.400671 7.25464 4.21607 2.69497 1.82032 6.39527
857 1 0.0436166 -21.5137 0.370334 6.7474 4.1948 2.40722 1.45627 6.66782
858 1 0.0509628 -17.5339 0.427703 7.42599 4.69459 2.85917 2.1932 5.32403
859 1 0.0469646 -18.8326 0.369847 4.95465 4.49608 2.98291 1.52829 5.60993
860 1 0.0472117 -17.4354 0.372648 5.36905 4.11974 3.83332 1.78274 5.33167
861 1 0.0638622 -16.8113 0.379266 5.82863 4.9646 3.56902 1.75724 7.52183
862 1 0.0625765 -15.776 0.393529 6.33403 4.3281 3.46929 2.00831 4.38582
863 1 0.0575103 -17.3306 0.394285 6.7624 4.16141 3.14373 1.86804 4.90814
864 1 0.0470654 -17.3046 0.390139 6.6282 4.34273 3.64554 2.11417 4.99192
865 1 0.043651 -18.9193 0.369988 6.93672 3.88994 3.202 1.78503 5.36845
866 1 0.0563961 -19.8715 0.36213 6.72999 4.97412 3.14635 1.68613 7.21283
867 1 0.0651667 -16.1086 0.425002 8.45269 4.43059 2.91814 2.29744 4.60776
868 1 0.0607636 -15.175 0.399903 6.87328 4.39718 3.25672 2.17282 4.37823
869 1 0.0689612 -17.674 0.361523 7.92834 4.15122 2.85416 1.7072 5.83983
870 1 0.0564292 -17.2899 0.380567 6.49116 4.46489 3.19681 1.87482 4.66833
871 1 0.0581389 -17.8143 0.401071 6.65433 4.08838 2.98957 1.79182 5.21752
872 1 0.0522498 -20.0717 0.375554 7.30666 4.32272 2.60568 1.62253 6.11345
873 1 0.0654033 -18.2222 0.388059 7.33833 4.98786 2.85919 1.88488 5.8747
874 1 0.0500167 -15.3167 0.413547 5.80648 4.52412 4.10315 2.2419 4.5701
875 1 0.0508774 -20.2663 0.369279 6.4883 4.25921 2.90781 1.56765 6.15276
876 1 0.0436683 -19.6569 0.381207 6.30178 4.24342 2.90026 1.68501 5.46119
877 1 0.0542527 -18.7026 0.377827 6.29997 4.59463 3.08667 1.75119 5.41211
878 1 0.0417444 -20.1423 0.366411 6.37368 4.19578 2.79267 1.60665 5.5428
879 1 0.0530297 -17.8615 0.397165 7.60164 5.10526 3.12887 2.35674 5.30152
880 1 0.0572992 -19.2885 0.360669 6.94256 4.65722 2.70855 1.63744 6.55915
881 1 0.0417398 -18.6537 0.360585 5.18962 4.54228 3.44527 1.65213 5.52566
882 1 0.0556439 -16.302 0.424749 5.33089 4.68685 4.15084 2.10319 4.90062
883 1 0.0563238 -17.1932 0.39242 5.69817 4.75807 3.83831 2.01411 5.12565
884 1 0.0669473 -15.4886 0.410187 7.92651 4.05814 3.13526 2.27062 4.99191
885 1 0.0610866 -16.5284 0.388902 6.77212 4.06574 3.05177 1.89368 4.66492
886 1 0.0552707 -17.15 0.428738 8.86505 4.40983 2.71666 2.25498 6.58304
887 1 0.0562697 -16.3799 0.388642 6.35295 4.26506 3.24637 1.98762 4.91173
888 1 0.0443527 -17.9985 0.379981 5.37676 4.63966 3.25321 1.76315 5.04499
889 1 0.0561879 -18.1554 0.406048 7.83794 5.06313 3.2732 2.41675 5.4882
890 1 0.0427571 -19.9524 0.410234 8.38368 4.62338 2.84426 2.14067 6.02738
891 1 0.0542668 -19.0737 0.37154 5.35799 5.39746 3.30941 1.70881 6.05398
892 1 0.0467542 -19.6627 0.372649 5.41737 4.58284 3.29476 1.65396 5.95677
893 1 0.0321428 -21.6063 0.35651 5.19831 4.12502 2.74949 1.46895 6.3199
894 1 0.0448504 -22.2447 0.371571 6.27758 4.9984 2.9701 1.60833 7.76334
895 1 0.0718095 -15.825 0.381197 7.09865 4.19885 3.44402 1.81503 7.37362
896 1 0.0709102 -16.7812 0.363367 5.89314 4.97014 3.59768 1.65209 8.06555
897 1 0.0751233 -14.3745 0.422142 6.23075 4.76434 3.98223 2.24186 5.89388
898 1 0.0672091 -16.245 0.389645 6.96738 4.36629 3.40315 1.99933 4.48246
899 1 0.0589575 -15.2472 0.412102 8.12934 4.2461 3.51565 2.54865 4.70463
900 1 0.0565768 -16.8215 0.380995 5.9625 4.69697 3.53798 1.90782 5.4438
901 1 0.0579517 -16.0904 0.377469 5.75673 4.36133 3.86165 1.88481 5.20322
902 1 0.0580789 -20.1336 0.352217 7.09918 5.03754 3.60284 1.66161 7.63206
903 1 0.0726289 -16.7458 0.378421 6.28653 5.21929 3.7252 1.95267 6.93845
904 1 0.0643726 -15.8808 0.375192 6.14686 4.11743 3.59634 1.84124 4.3742
905 1 0.0485958 -19.0339 0.350315 7.17097 4.11651 3.15338 1.76583 5.14276
906 1 0.0547399 -16.4139 0.389648 5.50664 4.56637 3.48707 1.83513 5.0466
907 1 0.0508639 -18.3861 0.352462 6.32669 4.39432 3.34603 1.77788 5.24556
908 1 0.0450905 -20.0029 0.354476 6.80001 4.29256 3.30135 1.75618 5.87035
909 1 0.0377566 -19.2215 0.364523 6.77812 4.17552 3.28294 1.91629 5.20794
910 1 0.0692733 -16.0434 0.416158 5.3306 5.88245 3.79705 1.98741 5.96434
911 1 0.0442035 -18.8594 0.354439 5.11796 4.48962 3.76218 1.65152 5.56149
912 1 0.0401007 -19.7774 0.371066 5.53004 4.42356 3.39166 1.69039 6.09504
913 1 0.0383445 -20.4304 0.357083 6.08319 4.36466 3.3023 1.69829 5.74117
914 1 0.0423798 -20.4138 0.370402 6.80123 4.81071 3.33863 1.90475 5.90677
915 1 0.0880394 -15.9764 0.350646 9.19178 4.3902 3.0059 1.86112 6.28503
916 1 0.0649224 -15.8155 0.379033 6.62764 4.61115 3.30826 2.09039 4.00122
917 1 0.0638273 -15.2113 0.392352 6.71535 4.46282 3.37626 2.18643 3.84611
918 1 0.0670241 -16.2896 0.385842 6.76924 4.02172 3.12851 1.87306 4.4851
