Ctip Ctail W Al s(1) s(2) s(3) s(4) RMSD
306 1 0.0180006 -22.4368 0.307558 6.57663 3.60495 3.47923 1.73087 6.13328
307 1 0.0310861 -18.8558 0.328673 6.70267 3.92736 4.13842 2.16388 4.86262
308 1 0.0328773 -16.5148 0.408304 7.80076 4.9065 3.77876 2.01741 4.92288
309 1 0.0573751 -5.76594 1 10.39 6.43715 4.54463 2.22426 4.98481
310 1 0.0310769 -19.0569 0.488102 13.08 6.13572 3.65567 2.0097 7.23329
311 1 0.0682539 -6.52375 1 13.3008 8.04174 7.05798 4.13815 4.62072
312 1 0.0408005 -16.7585 0.514845 12.9389 6.68513 4.70543 2.4555 6.34425
313 1 0.0344946 -19.3573 0.356437 6.565 4.44146 3.21479 2.03204 5.23983
314 1 0.0350199 -18.9389 0.338809 6.36951 4.06289 3.06806 1.86306 4.81667
315 1 0.0388185 -16.5173 0.500613 10.9739 7.41012 5.94824 2.883 5.9554
316 1 0.0241769 -22.8598 0.330591 5.72619 4.28628 2.74473 1.56614 6.55023
317 1 0.0798857 -6.38017 1 10.69 8.60078 6.12917 3.27026 3.72986
318 1 0.0438898 -18.0245 0.363889 5.99165 4.71551 4.0793 2.24708 5.03693
319 1 0.0408683 -18.7308 0.351658 6.16929 4.57554 3.54145 2.04514 5.02081
320 1 0.0602389 -15.9599 0.379716 6.44769 3.66807 2.7196 1.59904 4.73474
321 1 0.055352 -17.0632 0.397461 6.70077 4.25528 2.64287 1.75171 5.04564
322 1 0.0539989 -20.6847 0.359683 7.14752 4.38214 2.31939 1.42437 7.43587
323 1 0.0643084 -15.7885 0.378856 6.67874 4.18388 2.97329 1.79662 5.01173
324 1 0.051371 -17.5418 0.360104 6.79262 3.82699 2.74699 1.60595 4.9361
325 1 0.0519009 -16.8203 0.403075 6.32778 4.37604 3.33177 1.96722 4.82173
326 1 0.0482443 -18.5789 0.364456 6.77018 4.24459 2.9418 1.75158 5.50705
327 1 0.063114 -14.3596 0.422652 5.97825 4.22863 3.32 2.02272 3.56623
328 1 0.0526818 -19.18 0.370975 6.70566 4.49791 2.99777 1.76006 5.7953
329 1 0.0462291 -16.3388 0.403212 6.05777 4.39757 3.3399 2.03911 4.30328
330 1 0.0436632 -23.0179 0.354118 6.57154 3.92322 2.28117 1.32463 8.20294
331 1 0.0506023 -18.7616 0.371752 5.96845 4.35294 2.74818 1.65565 5.62182
332 1 0.0498991 -18.5676 0.376231 5.97427 4.8051 2.95084 1.77478 5.04016
333 1 0.0497151 -21.7718 0.34593 6.23152 5.10716 2.59802 1.42312 7.44856
334 1 0.0514412 -19.5665 0.374036 5.70273 4.84489 2.79741 1.6417 6.30832
335 1 0.0491266 -17.103 0.39889 6.70642 4.48422 3.10573 2.15702 4.61187
336 1 0.060209 -17.4196 0.383393 5.97679 4.65225 3.35165 1.77898 5.94081
337 1 0.0606873 -13.3546 0.443764 7.0376 3.97296 3.66081 2.42072 3.35827
338 1 0.0641875 -16.1135 0.397949 6.18549 4.48632 3.0495 1.83405 4.60005
339 1 0.0649196 -17.6546 0.363581 6.46812 4.72349 3.4091 1.81749 6.16142
340 1 0.061933 -15.3069 0.388291 5.697 4.67151 3.27885 1.93629 4.04811
341 1 0.0519443 -18.5927 0.343872 6.14855 4.41197 2.86301 1.60557 4.96254
342 1 0.0515249 -17.9567 0.356521 5.80154 4.38823 3.04035 1.68471 4.75732
343 1 0.0504427 -17.8979 0.396085 6.7212 4.62721 3.13032 2.04789 4.44401
344 1 0.0468642 -20.0789 0.362252 6.52648 4.37293 2.6904 1.60056 5.60778
345 1 0.050734 -16.4682 0.390736 6.90906 4.57444 3.43637 2.34279 4.11737
346 1 0.0395652 -18.2983 0.387061 6.6469 3.84734 3.06186 1.87666 4.48815
347 1 0.0679058 -17.6423 0.374421 6.36288 4.42044 2.93933 1.6754 6.20314
348 1 0.0410474 -15.2725 0.436817 7.43032 4.13197 4.21719 2.95216 4.22415
349 1 0.0314712 -19.7 0.338486 5.70356 4.12941 2.94645 1.63233 4.81101
350 1 0.0600028 -17.0486 0.38915 5.98054 4.81329 3.43113 1.97332 4.88307
351 1 0.0836217 -5.78113 1 10.3971 7.54567 4.41414 2.56233 5.90001
352 1 0.0452515 -19.3588 0.367784 7.10208 4.18712 2.52495 1.68553 4.96947
353 1 0.0462526 -17.8472 0.384947 6.83547 4.19591 2.79804 1.8903 4.8594
354 1 0.0492659 -16.1208 0.401708 7.36541 4.342 3.11526 2.29045 4.80866
355 1 0.0557929 -17.641 0.373131 6.10948 4.35414 3.30378 1.85823 5.12493
356 1 0.086547 -6.42772 1 10.8881 7.06723 4.50298 2.56638 5.60235
357 1 0.0563923 -18.1859 0.366071 6.95897 4.25506 2.88454 1.79304 5.2586
358 1 0.0389645 -25 0.275858 5.63681 4.18409 2.14741 1.22651 6.57232
359 1 0.0785385 -5.78359 1 8.78139 7.25918 4.7163 2.25624 4.83864
360 1 0.0710007 -14.746 0.364137 5.91204 4.39557 3.3139 1.78552 5.39674
361 1 0.0540048 -16.2739 0.392085 7.79229 4.02023 3.19579 2.1212 4.24187
362 1 0.0600282 -17.7013 0.344482 7.50014 4.17396 2.74932 1.66715 5.15613
363 1 0.0581231 -15.1855 0.388115 6.43388 4.14204 3.76929 2.0897 4.16005
364 1 0.0733511 -15.1789 0.374458 7.14965 4.08199 2.95963 1.87927 3.73249
365 1 0.0624156 -14.9503 0.410196 6.91576 3.97726 4.0744 2.31612 3.77659
366 1 0.0689134 -17.2584 0.354727 6.61363 4.37559 3.3323 1.75155 5.83771
367 1 0.0445372 -17.9239 0.368683 5.64906 4.57931 3.56839 1.8582 4.92863
368 1 0.0509536 -15.8762 0.409517 5.99657 4.59639 4.33301 2.33602 4.26579
369 1 0.0395109 -18.3753 0.343904 5.8331 4.38125 3.72602 1.87669 4.90831
370 1 0.049479 -16.4737 0.38372 6.21172 4.03309 3.99856 2.07254 4.74389
371 1 0.0365555 -18.1738 0.362744 6.68864 4.14161 4.23748 2.30856 4.58254
372 1 0.0699251 -14.8952 0.383476 7.3873 3.67954 2.95275 1.89642 3.83302
373 1 0.0591232 -15.7888 0.381658 6.99523 4.08429 3.33005 2.10251 3.67781
374 1 0.0512795 -19.3338 0.356276 6.94446 4.53454 2.80229 1.71809 5.17011
375 1 0.0603681 -15.6035 0.377468 6.55479 4.12142 3.2823 1.98725 3.59568
376 1 0.0482117 -17.3644 0.35341 6.87338 4.03529 3.06573 1.87303 4.02012
377 1 0.069484 -14.6078 0.375248 6.24986 4.26369 3.40001 2.05095 3.40064
378 1 0.0548176 -19.9112 0.354602 6.4114 5.20943 2.95419 1.65045 5.97726
379 1 0.0488842 -19.66 0.366486 5.97681 4.54754 2.88301 1.64548 5.9409
380 1 0.0514426 -20.3995 0.346563 6.89415 4.86067 3.05425 1.67652 6.21216
381 1 0.0716878 -5.46957 1 10.0709 6.91451 4.83513 2.50265 4.95578
382 1 0.0484348 -18.2245 0.37353 5.93908 4.78879 3.54153 1.95104 4.71989
383 1 0.043126 -20.9776 0.360109 6.00621 4.56089 3.15038 1.64998 6.53072
384 1 0.0299412 -20.8078 0.319462 6.29231 3.67291 3.58564 1.69294 5.83979
385 1 0.0558554 -17.7835 0.367369 6.53391 4.79532 2.91857 1.88286 4.49754
386 1 0.058635 -16.1085 0.355227 5.79039 4.12469 3.26133 1.7896 4.35901
387 1 0.0448295 -16.6138 0.512075 10.6248 5.80226 4.35404 2.44901 5.6672
388 1 0.054899 -17.6632 0.390739 7.5468 4.63752 2.95705 2.20185 4.64387
389 1 0.0523599 -18.0248 0.361845 6.36883 3.79889 2.91195 1.6977 5.47756
390 1 0.0277791 -18.4123 0.332894 5.70841 3.73465 3.22993 1.73619 4.83346
391 1 0.0608529 -17.8686 0.375835 6.84899 4.98389 3.3138 2.04712 5.1105
392 1 0.0412138 -20.3247 0.359114 6.71547 4.36005 2.99132 1.78391 5.57508
393 1 0.0432135 -18.2179 0.347942 6.50937 4.19869 3.76326 2.04805 5.31824
394 1 0.0924678 -4.62141 1 9.00697 6.40122 3.84605 2.23732 5.58003
395 1 0.0331493 -19.6822 0.345268 5.76104 3.98228 3.32519 1.75403 5.39034
396 1 0.0266146 -19.6883 0.335456 6.18126 3.87375 3.48266 1.90098 5.29082
397 1 0.0373028 -19.0514 0.358017 5.77517 4.63095 3.34389 1.95024 5.41784
398 1 0.0921934 -3.92987 1 7.8572 6.25217 3.8399 2.12614 5.61025
399 1 0.0648855 -16.249 0.372733 7.36276 4.30213 3.3609 1.94601 6.33911
400 1 0.0480979 -17.4627 0.347509 6.14797 4.09807 3.80119 1.83648 5.42696
401 1 0.0601188 -15.0224 0.396517 7.00069 4.29869 3.79046 2.35115 4.07451
402 1 0.0521797 -17.3333 0.332969 5.57177 4.57035 3.42179 1.68781 6.04331
403 1 0.065216 -15.837 0.35383 5.95536 4.23583 3.72646 1.8187 5.23285
404 1 0.0428095 -16.975 0.350037 5.73265 4.41363 4.19734 2.02191 5.94224
405 1 0.0633195 -18.8711 0.35189 6.60267 5.11498 3.69978 1.71371 7.1741
406 1 0.0250939 -23.5768 0.317228 6.19538 3.91568 3.20167 1.51195 6.88931
407 1 0.0697354 -15.6396 0.373991 7.35552 4.16781 3.11696 1.9624 3.74921
408 1 0.0557519 -17.7424 0.345309 6.94879 4.30613 2.97864 1.78135 4.5895
409 1 0.0499995 -19.9768 0.349467 8.47516 4.55756 3.11456 1.90131 5.50923
410 1 0.0776618 -15.1625 0.393465 5.59007 5.27644 3.72642 1.98601 5.2652
411 1 0.0512659 -15.5483 0.375819 6.08255 4.43039 4.56233 2.33099 4.57203
412 1 0.0628547 -17.8792 0.362428 7.16338 5.30339 3.58763 2.11074 5.19384
413 1 0.0500116 -19.2664 0.328687 6.53619 4.34963 3.49343 1.69905 5.58566
414 1 0.0675518 -18.8481 0.347885 7.10876 5.23482 3.42683 1.69306 6.82233
415 1 0.0492166 -19.9626 0.337353 7.25586 4.93918 3.90479 1.97327 6.06728
416 1 0.0565012 -16.2057 0.351844 5.62689 4.43627 3.60402 1.84276 4.3988
417 1 0.0490703 -15.6647 0.390891 6.65699 4.2826 4.14284 2.46815 3.89662
418 1 0.0879931 -5.01382 1 10.004 7.01066 4.59571 2.53243 3.6194
419 1 0.0520061 -18.0686 0.364486 7.2043 4.78258 3.15747 2.16318 4.80672
420 1 0.061081 -16.5123 0.388671 5.24759 4.90406 3.56013 1.79445 5.3086
421 1 0.0608667 -16.8773 0.365128 5.71138 4.37884 3.58924 1.7752 5.08258
422 1 0.0453375 -16.629 0.380339 6.38533 4.28214 4.42433 2.38096 4.53884
423 1 0.0383738 -17.3822 0.340874 6.02509 4.29334 3.7664 2.06119 4.83397
424 1 0.0429316 -19.9305 0.339698 6.39275 4.16725 3.46671 1.74189 5.71237
425 1 0.0484017 -17.7547 0.383772 5.8733 5.02615 4.09135 2.18017 4.91503
426 1 0.0631221 -17.4717 0.371519 5.66292 5.15012 4.16148 1.95204 5.64905
427 1 0.0481476 -13.9651 0.670631 15 7.49097 5.8426 3.46184 5.27592
428 1 0.0495662 -17.8817 0.363353 6.06332 4.61979 3.09456 1.84316 4.81356
429 1 0.0455851 -19.6157 0.307573 5.96325 4.3509 2.86257 1.52053 5.52726
430 1 0.0655948 -5.7027 1 10.9796 7.84221 5.90799 3.09381 4.24669
431 1 0.0253135 -21.9249 0.31808 6.36048 3.96391 2.82915 1.61719 5.62906
432 1 0.0479044 -17.0795 0.373919 6.14388 4.83876 3.69533 2.27042 4.29531
433 1 0.0696453 -4.88114 1 9.0466 6.55698 4.55123 2.26333 5.27489
434 1 0.0682439 -5.06385 1 10.4726 6.36902 5.77982 2.76622 6.03465
435 1 0.0391352 -18.6036 0.363978 5.815 4.62136 4.21942 2.14388 5.49297
436 1 0.034265 -20.4657 0.336953 7.05093 4.62788 4.18707 2.30145 6.45792
437 1 0.0512629 -17.1024 0.385165 6.43677 4.32835 2.47185 1.69137 4.66388
438 1 0.0528743 -17.3052 0.370739 6.95398 4.25023 2.59777 1.80294 5.22213
439 1 0.0558126 -16.3217 0.394122 6.78311 4.38413 2.57022 1.79943 4.96371
440 1 0.0507119 -15.64 0.480508 9.78389 5.36307 3.07941 2.0397 4.93267
441 1 0.0468767 -16.2079 0.392061 6.96103 3.87327 2.75257 1.86715 4.29912
442 1 0.0415004 -20.2033 0.348107 6.25471 4.26072 2.68799 1.5604 5.57598
443 1 0.0381678 -20.2109 0.344159 6.29722 3.93839 2.66738 1.55969 5.29941
444 1 0.0521705 -15.0395 0.425676 7.65532 4.10234 3.10045 2.08231 5.15966
445 1 0.0358918 -20.5416 0.363608 6.96056 4.51239 2.47793 1.75169 6.30484
446 1 0.0436475 -19.358 0.32255 6.05525 4.08872 2.66344 1.49832 4.84593
447 1 0.0678944 -5.64648 1 10.2482 6.63577 4.52105 2.32606 4.71561
448 1 0.0357849 -14.9516 0.611843 13.94 8.05613 4.93412 2.70757 5.55183
449 1 0.0304125 -21.5268 0.336931 6.8151 4.01694 2.36937 1.55373 5.84139
450 1 0.0858199 -5.24821 1 10.1061 7.32273 3.89899 2.49526 4.60049
451 1 0.0423105 -17.8508 0.400782 6.53301 3.88701 2.61161 1.66049 5.69451
452 1 0.0608694 -16.1789 0.391984 6.46093 4.07018 2.55682 1.69992 4.82041
453 1 0.0461538 -18.0819 0.389156 6.16383 4.42577 2.53309 1.69136 5.28348
454 1 0.039595 -20.847 0.349764 6.22474 4.27073 2.16337 1.40093 6.30446
455 1 0.0589308 -17.3159 0.361227 6.70505 4.38475 2.99664 1.79156 5.39468
456 1 0.0503806 -17.0723 0.385438 6.21682 4.04285 2.92622 1.73485 4.12291
457 1 0.0478138 -19.4275 0.361763 7.3162 4.09616 2.58113 1.63906 5.47584
458 1 0.0427083 -21.0061 0.361977 7.36267 4.78739 2.32373 1.60632 6.91723
459 1 0.0474159 -18.2146 0.362429 6.67165 4.2332 2.96046 1.743 4.76851
460 1 0.0439833 -19.9649 0.3499 6.44159 4.1801 2.79206 1.58944 5.85766
461 1 0.0610545 -17.5797 0.377359 7.71159 4.28357 2.50956 1.74691 5.10492
462 1 0.0558638 -16.1243 0.399727 6.62079 4.2935 3.36237 2.11633 3.75261
463 1 0.0840972 -5.61593 1 10.3706 7.55279 4.20364 2.53907 5.00047
464 1 0.0765321 -5.95911 1 10.5467 6.97306 4.31306 2.38765 5.08552
465 1 0.0472168 -16.8407 0.366461 5.90767 4.46254 3.43618 1.97264 4.0113
466 1 0.07061 -6.0851 1 10.3709 6.91459 4.7047 2.37411 4.33594
467 1 0.0406426 -16.2669 0.49466 9.69545 5.59854 3.06461 2.05132 5.18274
468 1 0.0630809 -14.8673 0.394593 6.62073 4.02087 3.18002 2.03341 4.17116
469 1 0.0462267 -16.7631 0.392395 6.01589 4.5214 3.05295 1.9365 4.25593
470 1 0.0436754 -21.5666 0.331962 8.01869 4.5376 2.77418 1.57578 6.2557
471 1 0.0554379 -18.5318 0.342857 6.52541 4.57668 3.34927 1.71826 5.53934
472 1 0.0514131 -19.8295 0.359812 7.14918 4.73257 2.87007 1.70029 5.67805
473 1 0.0466004 -25 0.337371 8.58351 5.64984 2.60007 1.50556 9.09637
474 1 0.0435347 -20.5936 0.335671 7.08651 4.08685 2.54552 1.52723 5.72979
475 1 0.0554058 -17.9132 0.379897 7.64975 4.61033 2.84936 2.02868 4.74519
476 1 0.0451657 -17.5791 0.377304 6.74815 4.14398 3.2192 1.98708 4.0457
477 1 0.0504315 -18.2882 0.36143 7.12239 4.48523 3.04933 1.91034 4.59823
478 1 0.0408783 -22.6954 0.330453 7.40361 4.90119 2.49679 1.48531 7.0427
479 1 0.0400941 -19.9875 0.361571 6.09607 4.67174 3.03066 1.75293 5.1587
480 1 0.0239085 -25 0.35067 7.51273 4.91165 2.54767 1.3937 8.56085
481 1 0.0746026 -5.9982 1 12.6516 7.69849 4.71534 3.04649 4.6313
482 1 0.0413761 -17.938 0.349025 7.27946 4.15477 2.55303 1.8411 4.71577
483 1 0.0532007 -16.2451 0.38892 6.14544 4.47713 3.20482 2.01596 3.85425
484 1 0.078922 -4.51728 1 8.51498 6.51595 3.74123 2.09622 5.18469
485 1 0.0608479 -17.7986 0.365012 6.09369 4.53499 2.74712 1.59853 6.25328
486 1 0.0556831 -16.6815 0.388475 6.75242 3.92534 2.97622 1.77706 4.89755
487 1 0.0463472 -17.7112 0.370748 5.97261 4.19178 2.94731 1.68539 5.11898
488 1 0.0585281 -17.5202 0.372019 5.91612 4.03693 2.64135 1.53457 5.48465
489 1 0.0472863 -18.5739 0.386035 7.22742 4.06816 2.69961 1.76135 5.21498
490 1 0.0399871 -20.7731 0.352659 6.58974 3.94968 2.47188 1.48208 6.0381
491 1 0.0649548 -15.6342 0.42291 8.54549 3.92178 2.4598 1.9061 6.1625
492 1 0.0485042 -17.8686 0.395169 6.20285 4.7693 2.75397 1.80201 5.29917
493 1 0.0369343 -21.7459 0.361902 6.54432 3.88054 2.38108 1.47331 6.8508
494 1 0.0420364 -19.1505 0.365951 7.35094 4.1895 2.81017 1.73521 5.40432
495 1 0.0598999 -16.7754 0.365277 6.56794 4.42413 3.23075 1.84825 5.78954
496 1 0.0475203 -17.6517 0.387056 7.06989 3.91294 2.67199 1.71536 4.79732
497 1 0.0667094 -17.7294 0.365151 5.94537 4.83568 2.76809 1.56254 5.94564
498 1 0.0628587 -15.5335 0.384278 6.45528 4.29864 3.18428 1.93453 4.27863
499 1 0.0614525 -16.2597 0.382067 5.51822 4.69261 3.34838 1.81308 4.81319
500 1 0.0527409 -17.4741 0.370234 5.96623 4.47142 3.1131 1.77827 4.93737
501 1 0.040856 -21.4961 0.357085 6.77086 4.39678 2.64455 1.54561 6.53774
502 1 0.0515214 -16.9944 0.401506 6.9415 4.33932 3.14004 2.0502 4.76932
503 1 0.0562734 -17.1847 0.365489 6.57513 4.43484 2.64063 1.68657 4.65246
504 1 0.0545356 -19.5891 0.358491 7.29002 4.25179 2.38502 1.5144 6.32929
505 1 0.0506556 -18.537 0.333003 6.05997 4.20767 2.64917 1.50775 4.75263
506 1 0.0525841 -16.5022 0.418066 6.42775 4.55581 3.03964 2.03866 4.38472
507 1 0.0533144 -16.9647 0.396419 6.31948 4.16463 3.16211 1.91628 4.85181
508 1 0.0335928 -20.928 0.348909 7.32601 3.90319 2.25066 1.47874 5.53194
509 1 0.0279142 -21.5564 0.307526 5.48693 3.72749 2.4222 1.35466 5.27271
510 1 0.0585155 -17.4832 0.3653 6.04307 4.58694 3.03389 1.74681 5.04814
511 1 0.0520229 -18.65 0.374215 6.25687 4.3961 3.00638 1.74306 5.57853
512 1 0.0413987 -17.709 0.394391 7.08447 4.18766 3.18904 2.12045 4.48135
513 1 0.0657327 -16.3878 0.390781 6.57361 4.14182 2.84096 1.77074 4.72785
514 1 0.0554386 -18.3872 0.407112 7.22758 4.47352 2.58325 1.85347 5.73784
515 1 0.0501309 -18.1661 0.393711 6.82798 4.4215 2.83074 1.87372 4.80472
516 1 0.0396671 -18.0591 0.408832 7.14978 4.17682 2.8389 1.98842 5.20452
517 1 0.0369356 -19.7386 0.366015 6.60285 3.93126 2.3579 1.54776 5.18257
518 1 0.0357554 -20.8455 0.356109 5.94981 3.79823 2.39287 1.44923 6.26187
519 1 0.0453569 -18.8721 0.392197 7.48177 4.3953 2.50213 1.84521 5.19321
520 1 0.0512542 -16.8624 0.381267 7.16914 4.03627 2.87102 1.95753 4.94679
521 1 0.0512531 -17.4467 0.415147 5.92426 4.49573 3.32117 1.98133 4.76486
522 1 0.0898829 -6.26439 1 9.3963 7.08143 4.18239 2.26783 6.0053
523 1 0.0588043 -16.7042 0.360513 6.49778 4.47469 3.12059 1.79966 5.64168
524 1 0.0593191 -18.1487 0.346062 6.6489 4.50586 3.04682 1.65762 5.43868
525 1 0.0336174 -18.9617 0.339409 6.03439 3.52704 2.80718 1.5346 4.96908
526 1 0.0771708 -12.1983 0.426111 7.58584 3.65749 2.77662 2.11001 4.33139
527 1 0.0551167 -16.2885 0.406913 6.81906 4.14609 3.30207 2.03698 3.82704
528 1 0.0488008 -18.7946 0.367604 7.40536 4.205 2.70519 1.73905 4.86067
529 1 0.0563707 -18.1595 0.345669 6.14864 4.52657 3.02963 1.64116 4.90566
530 1 0.0451426 -19.6734 0.352827 6.51162 4.1764 2.75763 1.58081 5.2683
531 1 0.0570906 -16.208 0.376924 6.07543 4.34486 3.39603 1.92865 4.15314
532 1 0.054214 -18.224 0.362901 5.76535 4.73169 3.20307 1.69475 5.33711
533 1 0.0522833 -16.43 0.383359 5.33952 4.60769 3.47166 1.85322 4.51453
534 1 0.0480304 -19.375 0.342414 6.16578 4.70888 3.14787 1.68616 5.42948
535 1 0.0437692 -18.7166 0.369961 7.47223 4.17805 2.53525 1.7662 5.05931
536 1 0.0509037 -16.6072 0.37464 6.58068 3.80592 3.07395 1.84775 4.3303
537 1 0.0545869 -17.6035 0.366967 5.65107 4.51476 3.05469 1.70295 4.67492
538 1 0.0500234 -19.1467 0.333023 5.99288 4.37698 2.80252 1.53104 5.07794
539 1 0.0485541 -17.0835 0.377692 6.96675 4.28849 3.47053 2.15779 4.11531
540 1 0.043058 -17.4419 0.37561 6.59055 4.08164 3.18649 1.95588 4.15418
541 1 0.0521548 -19.3219 0.357757 6.68679 4.65661 2.75404 1.67506 5.41185
542 1 0.0500816 -18.7145 0.371743 6.65052 3.93607 3.04946 1.73161 5.28897
543 1 0.0517637 -18.1134 0.372534 7.18796 4.50051 2.95755 1.94869 4.61626
544 1 0.08411 -4.19255 1 8.35605 5.9751 3.58943 1.99677 5.7483
545 1 0.0405068 -20.7859 0.350337 5.36753 4.38356 2.83509 1.47114 5.92482
546 1 0.0895716 -5.8438 1 9.83415 8.38281 5.13627 2.77622 4.18109
547 1 0.0487926 -17.7835 0.388371 6.5016 4.59875 3.38423 2.08205 4.28476
548 1 0.0426034 -18.9851 0.379324 6.54137 4.73416 3.08181 1.95988 4.76746
549 1 0.0503615 -16.7712 0.402408 6.36213 4.7906 3.56247 2.30302 4.06511
550 1 0.0400016 -19.0194 0.360457 6.53564 4.42393 2.94796 1.83869 4.64379
551 1 0.0288169 -19.268 0.346578 6.4242 3.86672 3.21342 1.82564 4.82215
552 1 0.0550193 -15.8238 0.387278 6.33624 4.58521 3.7971 2.32124 3.77997
553 1 0.0539374 -21.0199 0.354376 6.90981 5.63076 3.02225 1.6532 7.1565
554 1 0.0405826 -17.5855 0.404107 6.93806 4.22377 3.4994 2.27151 4.15758
555 1 0.0626394 -16.7942 0.387939 8.90237 4.05365 2.4524 1.85417 5.57662
556 1 0.0503348 -17.2655 0.467 11.1501 5.66352 3.09015 1.97502 6.04182
557 1 0.0517907 -15.8093 0.416016 6.63321 4.08245 3.34258 2.13495 4.17001
558 1 0.0583709 -17.6624 0.371427 6.83657 4.29298 2.95633 1.8236 4.91066
559 1 0.0596931 -18.069 0.376687 7.22758 4.97224 2.74979 1.91448 5.40159
560 1 0.0588711 -16.834 0.386106 6.92354 4.67968 2.84437 2.01675 4.54819
561 1 0.0394154 -17.575 0.372844 5.97768 4.24566 3.03276 1.83286 4.61827
562 1 0.050226 -18.2801 0.381259 5.95657 4.46452 3.02394 1.77387 4.88699
563 1 0.083475 -5.62628 1 9.5815 7.81407 4.41929 2.42777 4.79862
564 1 0.0512889 -17.2028 0.370966 5.9567 4.58449 3.05045 1.86884 4.4835
565 1 0.0475754 -19.5653 0.369474 6.16187 4.12519 2.72805 1.59529 5.77534
566 1 0.0463058 -20.4907 0.370917 6.48145 4.67415 2.60927 1.637 6.28566
567 1 0.0419726 -18.0851 0.374827 6.70696 4.22689 3.39767 2.07464 5.46321
568 1 0.0451163 -16.7844 0.377396 6.88887 4.24832 3.39006 2.21178 4.46872
569 1 0.0411956 -18.4352 0.394055 6.9888 4.18188 2.84436 1.97068 5.03776
570 1 0.0505174 -18.1698 0.392387 6.94449 4.61078 3.03772 2.09487 5.17432
571 1 0.0423436 -19.9526 0.360685 6.18888 4.89789 2.84318 1.74501 5.3948
572 1 0.0767192 -6.08483 1 10.3354 8.03024 5.14146 2.8401 5.61417
573 1 0.0426741 -17.7289 0.362093 5.92099 4.27753 3.61815 1.97324 4.78946
574 1 0.0405081 -20.376 0.349916 6.60961 4.33597 2.96915 1.75688 6.01366
575 1 0.0525502 -17.9156 0.353156 6.0398 4.52039 3.25012 1.70421 5.05781
576 1 0.0536354 -17.1233 0.353432 6.50083 4.36009 3.40317 1.89483 4.56693
577 1 0.0412198 -23.393 0.341475 7.49384 5.02021 2.93529 1.51078 8.16821
578 1 0.060945 -16.0474 0.363175 7.43233 3.89131 2.96458 1.87928 3.83273
579 1 0.0499304 -17.9895 0.336656 5.51429 4.26805 3.20001 1.59593 4.64844
580 1 0.0627385 -18.0375 0.36725 6.46569 5.0607 3.27562 1.84853 5.45749
581 1 0.0525502 -16.6207 0.379405 6.3863 4.19372 3.66887 2.04102 3.90377
582 1 0.05427 -17.1506 0.341584 6.44872 4.26553 3.31863 1.82567 4.36395
583 1 0.0552146 -17.5082 0.347863 7.28916 4.6376 3.52268 2.11964 4.52833
584 1 0.0481118 -20.521 0.345224 5.62336 4.83777 3.02672 1.49275 6.45138
585 1 0.0552536 -17.55 0.363359 5.80046 5.08714 3.65149 1.92839 4.71627
586 1 0.0567994 -17.1889 0.350839 5.69194 5.16483 3.58404 1.88651 5.17467
587 1 0.0517163 -15.8758 0.362974 6.19954 4.1203 3.7683 2.0177 4.02288
588 1 0.0411328 -18.789 0.339126 6.28688 4.01784 2.84287 1.63921 4.44053
589 1 0.0479158 -17.7104 0.331017 5.99967 4.00182 2.9088 1.61569 4.06643
590 1 0.05843 -16.5332 0.367829 7.24316 4.63443 3.27727 2.22437 3.92153
591 1 0.0755365 -6.09637 1 11.9707 7.49889 5.79448 3.1362 4.0998
592 1 0.037461 -21.1763 0.341044 6.92947 3.83982 2.54568 1.54072 6.01696
593 1 0.0409474 -18.2701 0.325354 5.55132 3.98539 3.32116 1.63629 4.87383
594 1 0.0491434 -17.201 0.368835 6.2547 4.61704 3.48969 2.07204 4.12796
595 1 0.0347203 -21.0777 0.331078 7.18859 4.10505 2.98323 1.67693 5.40479
596 1 0.0495946 -19.5749 0.352911 6.84692 4.52311 3.07933 1.75823 5.40415
597 1 0.0342789 -19.3585 0.363437 7.42241 3.82979 3.58401 2.08723 4.97521
598 1 0.0475135 -19.8627 0.346842 7.71235 4.70941 3.02399 1.89678 5.34414
599 1 0.0571298 -18.6804 0.347564 7.0142 4.41309 3.04232 1.73782 5.59951
600 1 0.0468906 -20.1271 0.357092 6.4307 5.0733 3.36871 1.82232 5.56413
601 1 0.0424531 -18.4238 0.360297 5.94652 4.57627 3.48888 1.92243 4.70784
602 1 0.0269786 -20.4527 0.315202 5.27095 3.93464 3.26685 1.58593 5.42008
603 1 0.0339269 -25 0.322758 6.72248 5.39825 2.72335 1.39576 8.16733
604 1 0.046735 -18.758 0.383598 5.71277 4.77717 3.48948 1.91943 5.27882
605 1 0.0188974 -24.4612 0.322341 6.22435 3.97349 2.63371 1.47134 6.59626
606 1 0.0459582 -19.3593 0.341839 6.04427 4.48084 3.6522 1.79458 5.53991
607 1 0.0294127 -20.8611 0.350114 5.81841 4.27923 3.14736 1.74051 5.69103
608 1 0.0509286 -12.9045 0.678337 15 7.91942 5.20437 3.44574 5.24236
609 1 0.0481798 -14.8801 0.6081 14.935 8.22029 4.19738 2.80398 5.46652
610 1 0.0554255 -15.1003 0.428174 7.25846 4.54142 3.61527 2.23223 3.92464
611 1 0.0593238 -17.0717 0.38475 6.75016 4.60782 3.07587 2.02578 4.3994
612 1 0.0432466 -17.9972 0.361387 7.25371 3.55932 3.0486 1.84661 5.11314
